,LotShape,LandSlope,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MSSubClass,MSZoning,Street,Alley,LandContour,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,CentralAir,Electrical,GarageType,MiscFeature,SaleType,SaleCondition
BsmtFinType2,0.06510879454300672,0.07566028855466987,0.13659267804315467,0.07444857380434936,0.1131366565366205,0.009027373445942484,0.5000161709953711,0.4944480391251152,0.4906018092789366,0.44652550247220996,1.0,0.1010311853624578,0.08819767117594617,0.09307351466593676,0.04913700806699528,0.08560913786703381,0.045215069293549,0.04876344602148821,0.09404477111614497,0.11576658499589532,0.0886850615933707,0.1421088305408844,0.03814619534401506,0.1045259413755937,0.0,0.0,0.11722979039707092,0.0,0.15358350478923524,0.02414675318243558,0.0,0.1486112726245601,0.056178172315500215,0.07007844003666529,0.09860089062601783,0.14673217573249842,0.11889239111536885,0.07144090967312437,0.3695013179368189,0.15009295781380497,0.19854720565618408,0.07075932780363187,0.07748130663643243,0.08529624343612636,0.054403021865654363,0.06584734535796231
HeatingQC,0.05285004146692894,0.05002207046017148,0.25902326903103934,0.177548222145165,0.32366591988358123,0.06194696188990606,0.24142902854211423,0.10277225915162806,0.09489539525620341,0.2101589035163439,0.1010311853624578,1.0,0.31835307948537067,0.023006263145699642,0.11590841002868583,0.24103126340662784,0.09335066806770419,0.09685772488144115,0.17478385879532435,0.03953549512211031,0.10511063965938076,0.2392459899970701,0.11709259916277477,0.017566060874732913,0.08740503045561608,0.05398604139528508,0.026939082911993668,0.009809243509960132,0.2964909174910937,0.15705851777518534,0.06881761738247247,0.11178546014973915,0.16807380070054823,0.0,0.0,0.26567850022372125,0.2654088133554887,0.15242185477975884,0.2925326512608877,0.23856825068211013,0.37867709692303625,0.14482859025697925,0.15857273593472015,0.031965077681704486,0.1316203934631546,0.14905959945649822
KitchenQual,0.09233736939762292,0.04470227640876068,0.5403083952470915,0.24651416629419168,0.5460381182350253,0.17757054438183364,0.4224179700758773,0.13845501726505172,0.15102033980120588,0.28218158921767156,0.0881976711759462,0.3183530794853707,1.0,0.0853429337388696,0.2578206820509223,0.3199869401684116,0.18745491282039756,0.18665058127729875,0.19127650484282874,0.02993573917314604,0.11566165487268894,0.2829059731845433,0.1743653236549855,0.06167108662427439,0.09397448761277256,0.09697020699403061,0.0,0.0,0.4443202364144705,0.08277690160446396,0.08998340024680619,0.14948655855400753,0.14669230941695136,0.11118707174645655,0.03810943576814734,0.29009597593102115,0.2842863367249096,0.2213356437182606,0.3429920934721202,0.15469603281270206,0.3426753611822075,0.20072040301778066,0.26502941793066637,0.0733278516069263,0.209126374382579,0.2115616471971871
Functional,0.0,0.07463183297575703,0.11476108179884673,0.16660624623616432,0.10206010481573882,0.16074894425822805,0.11270366970923058,0.20244816758117282,0.06316816418721001,0.09927337452524021,0.09307351466593676,0.023006263145699642,0.08534293373886959,1.0,0.0952871455345765,0.07619571658085414,0.11121293345255312,0.06606822439700602,0.07450099514667428,0.0,0.05279178356121717,0.09679742623227437,0.0,0.0,0.0335906021497583,0.0,0.0,0.0,0.08273698441602353,0.0,0.0,0.05466350986157153,0.03419311365960483,0.12553950360748659,0.15290995030673846,0.09298902783987653,0.08651556237238052,0.16831352039049788,0.1010656526567678,0.06102608122910148,0.08843859507937299,0.1950386775160642,0.1419859158998717,0.09020843333301744,0.021121711613612343,0.028381775111407413
FireplaceQu,0.122451372104269,0.03205585608941751,0.2684500787099344,0.08643330460595992,0.24021765248132412,0.011380565608867268,0.24185556970704591,0.045761855943691865,0.08835468112626217,0.12353960468033513,0.04913700806699525,0.11590841002868585,0.2578206820509223,0.0952871455345765,1.0,0.23353432994847004,0.09614986908675452,0.09509640763395884,0.12041509625573554,0.12172088189774452,0.0712817999085644,0.1884581942316072,0.11885784712788641,0.0,0.07276067132736432,0.07530357533607983,0.0,0.048692000506585766,0.3040930284653084,0.0,0.0,0.09568579463128166,0.10852465897547293,0.08367446747264144,0.050836483814743295,0.17386129365468098,0.13861754613969832,0.20003331243275269,0.1148874637331345,0.0,0.19583597292607552,0.051879165504539866,0.18079993464575433,0.010369904140338112,0.12547768609620227,0.12011780718313865
GarageFinish,0.14134819383878314,0.0,0.37282071840209435,0.22964252418533465,0.3389235179714586,0.14343186999705565,0.34070804766533497,0.12402347169693391,0.15831511179627064,0.22324281531681162,0.08560913786703384,0.24103126340662784,0.3199869401684116,0.07619571658085414,0.23353432994847004,1.0,0.5889262859258312,0.5863731055747949,0.26920059368170357,0.01107972364981612,0.09632174881272036,0.38267382859450955,0.19375310512332003,0.0,0.13999195265557507,0.10186525663242242,0.0,0.032233496586292,0.41695463544709427,0.12102085876584535,0.0,0.1882426433834942,0.2042143362102744,0.09094470441856421,0.0,0.27965820200865416,0.2725293257270107,0.2183764712547447,0.3074979990161397,0.10894789933956231,0.3255466712230759,0.14731242784776774,0.684924908641713,0.0361562231555658,0.1706617841977607,0.1862958320045301
GarageQual,0.07588889268237509,0.0,0.15911400730269373,0.16294092008408814,0.15094853627175736,0.16392775658066286,0.16477425031355478,0.21374784213521256,0.06036536613605075,0.08279746853589008,0.045215069293549,0.09335066806770417,0.18745491282039753,0.11121293345255312,0.09614986908675452,0.5889262859258312,1.0,0.7042388688605282,0.28104889654837023,0.06550715200212741,0.0,0.2354208261569995,0.12551763186722864,0.0,0.12361812436500975,0.037272501421159274,0.0,0.01502655688307219,0.1981737386151456,0.028674813840732363,0.14348825400157036,0.12247693635507333,0.14365109667926576,0.0,0.08650059085011229,0.11459617795746718,0.09642190697586465,0.12127409126114075,0.1921603453610355,0.1269565790398581,0.3195320821663678,0.3065716811349338,0.45912163855049304,0.011218784749015059,0.024457944214145974,0.08422633328337582
GarageCond,0.05117005321422095,0.0,0.16399131018087212,0.13529478813285753,0.15331474142960122,0.12945362334758684,0.15095482208022998,0.177290331723165,0.0646986146290985,0.08069679504328656,0.04876344602148821,0.09685772488144115,0.18665058127729875,0.06606822439700602,0.09509640763395884,0.5863731055747949,0.7042388688605283,1.0,0.3024338068025102,0.09329052631053511,0.08404109131638506,0.21185933335666926,0.10174262655025915,0.0,0.14072349772933063,0.0,0.0,0.051661004335308104,0.17252451445440783,0.030468001945760652,0.0,0.10911201624956923,0.12880773092409115,0.04536394601279536,0.05602139428981382,0.12692841355748757,0.09865115657477125,0.1087131861022712,0.13596687409916053,0.16771903093614673,0.35278813905139184,0.21048816846013435,0.4596704726775075,0.02118350465406869,0.04287072163900917,0.08666037577477287
PavedDrive,0.07549597904259397,0.0,0.1754627658970402,0.18640480397328246,0.19267143968685815,0.1543311995719973,0.19425857528742793,0.16910017184129797,0.11181862977949611,0.191319619200188,0.09404477111614497,0.17478385879532435,0.19127650484282874,0.07450099514667428,0.12041509625573554,0.26920059368170357,0.28104889654837023,0.30243380680251014,1.0,0.0,0.0,0.3094129984141809,0.21848440582417417,0.0,0.17892921545925075,0.1164910682422142,0.0,0.02906368562670689,0.30929992097161135,0.10299381515183365,0.05761847431387148,0.14715609842834781,0.16337841302841394,0.11695667538392648,0.0,0.1897446491261891,0.1744935556095828,0.14715955159167982,0.236143759267241,0.1471630886347484,0.3356354439412285,0.19118222555928224,0.2882999981571759,0.04448314638890501,0.06950451114674722,0.10569832653263617
PoolQC,0.09431606164172283,0.0,0.10434129161747839,0.0,0.030656347873256388,0.0,0.0,0.0,0.011612460535463467,0.0,0.11576658499589532,0.039535495122110305,0.02993573917314604,0.0,0.12172088189774452,0.01107972364981612,0.06550715200212741,0.09329052631053514,0.0,1.0,0.10556395105260871,0.09343897685009149,0.0,0.0,0.0,0.0,0.0,0.023336501574166345,0.051314537083948696,0.06936617411104998,0.0,0.0,0.053050084898280496,0.07413251715909835,0.34104126673235075,0.0848566405429464,0.1438357254365345,0.0,0.0,0.0,0.0,0.0,0.0,0.40521109332327193,0.0,0.11145611534266311
Fence,0.03019464558513873,0.0,0.13121676175746638,0.11697143617563632,0.15495296545260503,0.08348371003153536,0.13328823497426262,0.0,0.0,0.11484711516665169,0.0886850615933707,0.10511063965938076,0.11566165487268892,0.05279178356121715,0.0712817999085644,0.09632174881272036,0.0,0.08404109131638506,0.0,0.10556395105260871,1.0,0.1311413299366101,0.025449724219144397,0.0,0.0,0.03166548153428331,0.0,0.0,0.17523535669354556,0.031231005200943008,0.0,0.06317104833543423,0.10951278287383702,0.008123840979670404,0.0,0.12675861956559578,0.10888820085362592,0.07621739987398612,0.13587474134451463,0.0,0.0,0.0,0.07570509313252435,0.05623667615263898,0.056466772880212825,0.07173385934414944
MSSubClass,0.16431853989868883,0.08681400159946576,0.20221125657890612,0.18969314351208974,0.2851000275573197,0.16723947976385212,0.333971185879984,0.19947251502374394,0.2615719991476392,0.23251038452376652,0.1421088305408844,0.2392459899970701,0.28290597318454336,0.09679742623227437,0.1884581942316072,0.38267382859450955,0.23542082615699944,0.21185933335666926,0.3094129984141809,0.09343897685009149,0.13114132993661007,1.0,0.3372975249820879,0.09170518730053508,0.3051015848495072,0.14049541963479928,0.0,0.07872163158695944,0.3737383979194461,0.11078819779264913,0.1574318763161551,0.8913836803195259,0.8479747118156519,0.21676194032606566,0.08018850725100969,0.19274970165638441,0.20298881369895896,0.2277240789223461,0.3594759613915931,0.14998623855463528,0.43434718348954005,0.1617181022225629,0.331297251911276,0.17932999757581056,0.09047642333902636,0.15190026077333812
MSZoning,0.15219083428138855,0.0717931296033105,0.19025460220565632,0.16094758371607812,0.23943635167080893,0.07899890129581402,0.16465735440255364,0.07889490785848349,0.06449640781022711,0.13436770574298812,0.038146195344015074,0.11709259916277477,0.1743653236549855,0.0,0.11885784712788641,0.19375310512332003,0.12551763186722864,0.10174262655025915,0.2184844058241742,0.0,0.025449724219144397,0.3372975249820879,1.0,0.24938427891162837,0.3888413738412186,0.10210236502669993,0.0,0.06384660258965107,0.6406291296016292,0.07133172843331459,0.05871297478903153,0.18850077144020924,0.1844885894593329,0.0729091873086563,0.0,0.1779027695946198,0.1862857172525355,0.09824786430902234,0.22361688453801165,0.05454986484779593,0.2966006633598611,0.09987636216820418,0.21131909677644295,0.0,0.15090266930216445,0.1360650330403876
Street,0.033769799685579464,0.1762211299570561,0.07258381732768936,0.06809021328408973,0.32114698684244225,0.0,0.0,0.0,0.0870741940189017,0.0,0.1045259413755937,0.017566060874732888,0.06167108662427439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09170518730053508,0.2493842789116284,1.0,0.0,0.11383429893060691,0.0,0.0,0.19861646463528415,0.16492512601276124,0.0,0.1124590855583014,0.019338136487893218,0.0,0.0,0.0,0.0,0.0,0.04416513963913705,0.0,0.06480042686034755,0.0,0.22311777307186223,0.15798348654887354,0.11088637128012481,0.09945753252106818
Alley,0.0798014734926191,0.0,0.10196531350063472,0.11735466005714608,0.10929245941362295,0.042752441642165614,0.1311900723652015,0.07599309713668484,0.08260954824733426,0.11221284040164943,0.0,0.08740503045561608,0.09397448761277256,0.03359060214975834,0.07276067132736432,0.13999195265557507,0.12361812436500975,0.14072349772933063,0.17892921545925075,0.0,0.0,0.3051015848495073,0.38884137384121864,0.0,1.0,0.07143500974811284,0.0,0.03487430157873961,0.4285130924811868,0.12637118060785224,0.0,0.15393017239692358,0.14239547701728583,0.10750254355572444,0.0,0.2070858962189573,0.20132361646399682,0.09246888389298155,0.22237485466236623,0.12267368280073693,0.20104246242479612,0.12827816102737788,0.1980417436043522,0.0,0.03554875211689052,0.06461431428863267
LandContour,0.12653446949738376,0.4572486381153496,0.16088940433909274,0.10090804988689703,0.13386721786565128,0.0,0.09259040223068811,0.06089059004109954,0.19243267184215984,0.08650497418590399,0.0,0.05398604139528508,0.09697020699403061,0.0,0.07530357533607983,0.10186525663242242,0.037272501421159274,0.0,0.1164910682422142,0.0,0.03166548153428333,0.14049541963479928,0.10210236502669993,0.11383429893060693,0.07143500974811283,1.0,0.0,0.06002835153790693,0.3598635920935819,0.0,0.05931127462508509,0.06893238350008929,0.12576034119708232,0.14056097024229136,0.18051876256504076,0.11640013100388626,0.12088313393083326,0.08775049956020058,0.100455289834647,0.0,0.12828063847530188,0.04484537749207075,0.1159138592231688,0.0,0.03026150139110765,0.1071764628508677
Utilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11722979039707092,0.026939082911993657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08499138540069763,0.09594327253274632,0.0,0.0,0.0,0.09959292474614552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08085582561626894,0.21886680540220574,0.0,0.13082383355748142,0.07615343305876256
LotConfig,0.22095602533643474,0.07913733795191832,0.016812982636896526,0.0,0.014222413572669313,0.0,0.06985163934013015,0.0034296430004656844,0.05298091806561633,0.053115756336725606,0.0,0.009809243509960132,0.0,0.0,0.048692000506585766,0.032233496586291994,0.01502655688307219,0.0516610043353081,0.029063685626706904,0.02333650157416632,0.0,0.07872163158695945,0.06384660258965107,0.0,0.034874301578739594,0.06002835153790693,0.08499138540069763,1.0,0.13683220751259562,0.1481299633721514,0.09158309293164595,0.06874512692439175,0.0,0.0747747825537749,0.07726179275473523,0.052397638771142896,0.07575120414034028,0.0,0.0425030573080299,0.0,0.0631257909058153,0.0,0.05668721703820788,0.0,0.0,0.03411381004782858
Neighborhood,0.2440247201376062,0.3151284535203141,0.3210072495425273,0.2224250466662493,0.48524028014929604,0.15296918283985605,0.465576547702457,0.12724683324127536,0.24312065242792164,0.28958756130004687,0.15358350478923524,0.2964909174910937,0.4443202364144705,0.08273698441602353,0.3040930284653084,0.4169546354470942,0.1981737386151456,0.17252451445440783,0.3092999209716113,0.051314537083948626,0.17523535669354556,0.3737383979194461,0.6406291296016292,0.19861646463528415,0.42851309248118674,0.3598635920935819,0.09594327253274633,0.13683220751259562,1.0,0.1849544092014916,0.009700796178119371,0.4187519925307734,0.29400134631817865,0.1862136756268544,0.09533678237101273,0.2884286463684069,0.31741168250307866,0.38016283078789853,0.41726579479369835,0.053761033599441635,0.382148007883311,0.16613128084833845,0.29891334179621737,0.0,0.1694610618292472,0.21944915686492544
Condition1,0.10462393133815873,0.0,0.06130684077060621,0.05129019528138197,0.12495899320864512,0.019137066523918098,0.13107194881324816,0.03993409042631834,0.06400707203313058,0.04630830855386986,0.02414675318243558,0.15705851777518534,0.08277690160446396,0.0,0.0,0.12102085876584535,0.028674813840732387,0.030468001945760652,0.10299381515183365,0.06936617411104998,0.031231005200943008,0.11078819779264915,0.07133172843331456,0.16492512601276124,0.12637118060785227,0.0,0.0,0.14812996337215137,0.1849544092014916,1.0,0.21005886372408636,0.07591170658960193,0.08495301915829591,0.0814095303791386,0.07723622290312834,0.07241938118548034,0.07933111858771127,0.04647390269475017,0.08017900432352812,0.0,0.040244417692628216,0.014935779623155843,0.08931752359501792,0.0752953028286327,0.03396117729691973,0.0
Condition2,0.0,0.0,0.15300363787593876,0.09914946114683973,0.13714002738410153,0.2840134792607488,0.08914020585336811,0.0,0.0,0.0,0.0,0.06881761738247245,0.08998340024680619,0.0,0.0,0.0,0.14348825400157036,0.0,0.05761847431387148,0.0,0.0,0.1574318763161551,0.05871297478903153,0.0,0.0,0.059311274625085106,0.0,0.09158309293164596,0.009700796178119062,0.21005886372408636,1.0,0.1439275412994694,0.12239732317264948,0.3111967272400631,0.0,0.022503250767393672,0.0,0.0,0.03529267413129166,0.0,0.06849937276057526,0.0,0.09532523110964822,0.34794175524474535,0.0,0.0
BldgType,0.08449112238993772,0.026347976493151216,0.13055016669184646,0.12756963286600886,0.17560659847030252,0.10988118343111378,0.20426430748941798,0.15331573988156882,0.15898319395991478,0.17873722521371005,0.14861127262456011,0.11178546014973915,0.14948655855400747,0.054663509861571535,0.09568579463128166,0.18824264338349422,0.12247693635507331,0.10911201624956922,0.14715609842834781,0.0,0.06317104833543423,0.8913836803195256,0.18850077144020924,0.11245908555830139,0.15393017239692358,0.06893238350008928,0.0,0.06874512692439175,0.4187519925307734,0.07591170658960193,0.1439275412994694,1.0,0.15634515839412916,0.04772544932486482,0.027270430086502415,0.1626951475189795,0.18671039290144317,0.08926975814753257,0.18842675101385362,0.1072174432041954,0.28859666000248346,0.07650380848770856,0.17704698486460405,0.06575939170245303,0.09823423823443672,0.15316592391601525
HouseStyle,0.0732569360259096,0.0,0.14352676488848012,0.12235886195739158,0.17632255415275339,0.1031135277265132,0.18443658835924565,0.07810867599723494,0.19878669642104538,0.1474204211424103,0.056178172315500215,0.16807380070054823,0.14669230941695136,0.03419311365960483,0.10852465897547293,0.2042143362102744,0.14365109667926573,0.12880773092409115,0.16337841302841394,0.053050084898280496,0.10951278287383702,0.8479747118156518,0.18448858945933289,0.019338136487893197,0.14239547701728583,0.12576034119708232,0.09959292474614552,0.0,0.29400134631817865,0.08495301915829591,0.12239732317264947,0.15634515839412913,1.0,0.10177147814051506,0.04694661578637817,0.16023111847012075,0.16677399638403015,0.16305291370066688,0.21595384868036607,0.1413104046337437,0.23323934503504248,0.10698172828553162,0.2011070435606935,0.0,0.054888579838913494,0.0856808608773174
RoofStyle,0.035358248540714204,0.25629094725727175,0.11731703597220339,0.04361044590464616,0.1460147089591716,0.0922446613332232,0.14076046937135334,0.03931032767351517,0.11287667545372344,0.05078021479019351,0.0700784400366653,0.0,0.11118707174645655,0.12553950360748659,0.08367446747264144,0.09094470441856421,0.0,0.04536394601279535,0.11695667538392648,0.07413251715909835,0.008123840979670458,0.21676194032606563,0.07290918730865631,0.0,0.10750254355572444,0.14056097024229136,0.0,0.0747747825537749,0.18621367562685442,0.08140953037913858,0.3111967272400631,0.04772544932486483,0.10177147814051506,1.0,0.4580244676237555,0.1380845648477775,0.15967997482195329,0.12996649509235755,0.09181771938575346,0.0,0.055018571149851495,0.0,0.06770667172700105,0.24559289407940083,0.0,0.08816586077495926
RoofMatl,0.18565608877052453,0.31280995092775726,0.09903559590545896,0.0,0.06596102420758704,0.0,0.020660149612015538,0.021682592867777604,0.12228730854878175,0.03677143634415718,0.09860089062601783,0.0,0.03810943576814734,0.15290995030673846,0.05083648381474331,0.0,0.08650059085011227,0.05602139428981381,0.0,0.34104126673235075,0.0,0.08018850725100969,0.0,0.0,0.0,0.18051876256504076,0.0,0.07726179275473521,0.09533678237101277,0.07723622290312834,0.0,0.0272704300865024,0.04694661578637817,0.4580244676237555,1.0,0.1863907532588758,0.1156712865000859,0.05077391200840297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05654736703880836
