Id,SalePrice,LogSalePrice,fold
96,185000,12.128116509451258,4
97,214000,12.273735966890268,1
98,94750,11.459007676978688,2
99,83000,11.326607934898927,4
100,128950,11.7671877662232,0
101,205000,12.230770136157428,1
102,178000,12.08954444723597,0
103,118964,11.68658461118553,2
104,198900,12.200562492481511,4
105,169500,12.040614105490253,2
106,250000,12.429220196836384,2
107,100000,11.51293546492023,2
108,115000,11.652696102959752,0
109,115000,11.652696102959752,3
110,190000,12.154784614286667,1
111,136900,11.827013315851762,2
112,180000,12.100717685412471,0
113,383970,12.85832230788469,4
114,217000,12.28765724080691,1
115,259500,12.466515835145202,3
116,176000,12.07824495582233,0
117,139000,11.842236406331557,3
118,155000,11.951186847493476,2
119,320000,12.676079399771028,2
120,163990,12.0075668272517,3
121,180000,12.100717685412471,2
122,100000,11.51293546492023,4
123,136000,11.820417517632333,4
124,153900,11.944064817531656,0
125,181000,12.10625783509458,1
126,84500,11.344518647594766,2
127,128000,11.759793355371237,1
128,87000,11.373674891823535,3
129,155000,11.951186847493476,0
130,150000,11.918397239722838,1
131,226000,12.328294703023394,4
132,244000,12.404927602627597,3
133,150750,11.9233847480666,3
134,220000,12.301387370778713,2
135,180000,12.100717685412471,4
136,174000,12.066816325306588,1
137,143000,11.870606902224589,1
138,171000,12.049424683420916,2
139,230000,12.345838935721968,1
140,231500,12.352339472153524,1
141,115000,11.652696102959752,1
142,260000,12.468440756144114,0
143,166000,12.01974909141692,2
144,204000,12.225880174775122,4
145,125000,11.736077016252436,2
146,130000,11.775297421715829,2
147,105000,11.561725152903833,4
148,222500,12.312686874960354,1
149,141000,11.856522261533735,2
150,115000,11.652696102959752,3
151,122000,11.711784520403112,4
152,372402,12.82773188020652,4
153,190000,12.154784614286667,4
154,235000,12.367345048436391,3
155,125000,11.736077016252436,3
156,79000,11.277215789596893,1
157,109500,11.603688960617085,1
158,269500,12.504327379899443,3
159,254900,12.448630513463613,1
160,320000,12.676079399771028,3
161,162500,11.998439434579147,4
162,412500,12.92999390899636,4
163,220000,12.301387370778713,3
164,103200,11.544433821905134,0
165,152000,11.93164237875414,3
166,127500,11.755879486687116,2
167,190000,12.154784614286667,4
168,325624,12.693501691489768,3
169,183500,12.119975396053194,0
170,228000,12.337105293891872,3
171,128500,11.7636919653883,1
172,215000,12.278397958261774,1
173,239000,12.384223015005311,2
174,163000,12.001511614739403,3
175,184000,12.122696471358964,1
176,243000,12.400820837540556,0
177,211000,12.259618151783464,3
178,172500,12.058158312538197,2
179,501837,13.126032637428713,1
180,100000,11.51293546492023,1
181,177000,12.08391066125752,3
182,200100,12.206577518060588,3
183,120000,11.695255355062796,2
184,200000,12.206077645517674,2
185,127000,11.751950239425476,0
186,475000,13.07107218827772,3
187,173000,12.06105265381003,4
188,135000,11.81303746480054,4
189,153337,11.940399914116648,1
190,286000,12.563750586299374,4
191,315000,12.660331092405906,3
192,184000,12.122696471358964,3
193,192000,12.165255859329688,0
194,130000,11.775297421715829,3
195,127000,11.751950239425476,2
196,148500,11.908346971208951,3
197,311872,12.650351332641709,0
198,235000,12.367345048436391,4
199,104000,11.552155793461898,0
200,274900,12.524166311833152,1
201,140000,11.849404844423074,4
202,171500,12.052344376474922,4
203,112000,11.6262630788088,4
204,149000,11.91170829631447,0
205,110000,11.60824473564232,2
206,180500,12.103491596905933,4
207,143900,11.87688084212164,4
208,141000,11.856522261533735,4
209,277000,12.531776395271262,0
210,145000,11.884495917930655,1
211,98000,11.49273296168228,1
212,186000,12.133507329024972,2
213,252678,12.439875187430008,2
214,156000,11.95761769646754,2
215,161750,11.993813394724253,3
216,134450,11.808955099378537,2
217,210000,12.25486757159303,4
218,107000,11.580593459194764,3
219,311500,12.649157827477366,0
220,167240,12.027191164883384,4
221,204900,12.23028221464456,0
222,200000,12.206077645517674,1
223,179900,12.100161978566868,3
224,97000,11.48247656671073,2
225,386250,12.864242696187503,1
226,112000,11.6262630788088,4
227,290000,12.577639650232571,2
228,106000,11.571203807011967,2
229,125000,11.736077016252436,2
230,192500,12.167856627501678,4
231,148000,11.904974309480185,4
232,403000,12.90669432231532,0
233,94500,11.456365695436428,3
234,128200,11.761354623750297,0
235,216500,12.28535044535166,3
236,89500,11.402005077384883,2
237,185500,12.130815551850676,1
238,194500,12.178192583415596,0
239,318000,12.669809806411456,2
240,113000,11.635151947212842,0
241,262500,12.47801017053037,0
242,110500,11.612779849672751,4
243,79000,11.277215789596893,1
244,120000,11.695255355062796,1
245,205000,12.230770136157428,0
246,241500,12.39462889285294,3
247,137000,11.827743504053696,4
248,140000,11.849404844423074,0
249,180000,12.100717685412471,2
250,277000,12.531776395271262,2
251,76500,11.245059091624617,2
252,235000,12.367345048436391,3
253,173000,12.06105265381003,4
254,158000,11.970356641103,4
255,145000,11.884495917930655,1
256,230000,12.345838935721968,2
257,207500,12.242891437918386,2
258,220000,12.301387370778713,3
259,231500,12.352339472153524,2
260,97000,11.48247656671073,0
261,176000,12.07824495582233,1
262,276000,12.52815976788113,0
263,151000,11.92504173829169,4
264,130000,11.775297421715829,3
265,73000,11.19822841866684,3
266,175500,12.075400019877522,1
267,185000,12.128116509451258,1
268,179500,12.097936057925594,2
269,120500,11.6994133306336,3
270,148000,11.904974309480185,4
271,266000,12.491255347155263,0
272,241500,12.39462889285294,0
273,290000,12.577639650232571,3
274,139000,11.842236406331557,2
275,124500,11.732069026983156,0
276,205000,12.230770136157428,0
277,201000,12.211065162153217,4
278,141000,11.856522261533735,0
279,415298,12.93675402171804,3
280,192000,12.165255859329688,4
281,228500,12.339295865674435,2
282,185000,12.128116509451258,2
283,207500,12.242891437918386,1
284,244600,12.407383590534293,4
285,179200,12.09626335986454,3
286,164700,12.011886987792716,1
287,159000,11.976665770490769,1
288,88000,11.38510345703214,1
289,122000,11.711784520403112,4
290,153575,11.941950837487406,0
291,233230,12.359784657728284,1
292,135900,11.819681958463892,1
293,131000,11.78296023574194,1
294,235000,12.367345048436391,4
295,167000,12.025755079404917,1
296,142500,11.86710429621008,4
297,152000,11.93164237875414,1
298,239000,12.384223015005311,0
299,175000,12.07254696717504,1
300,158500,11.973516181427836,1
301,157000,11.964007453736912,3
302,267000,12.495007682693725,3
303,205000,12.230770136157428,2
304,149900,11.917730355182512,1
305,295000,12.59473402514672,3
306,305900,12.63101679917582,2
307,225000,12.323860125621126,0
308,89500,11.402005077384883,2
309,82500,11.320565693461432,1
310,360000,12.793862088206213,0
311,165600,12.017336559562407,0
312,132000,11.790564777297387,2
313,119900,11.694421681264394,1
314,375000,12.83468397161566,3
315,178000,12.08954444723597,2
316,188500,12.14685859089592,4
317,260000,12.468440756144114,0
318,270000,12.506180941677355,4
319,260000,12.468440756144114,1
320,187500,12.141539457711714,2
321,342643,12.74444728628135,3
322,354000,12.777055016970678,1
323,301000,12.614868865984633,0
324,126175,11.745433036677351,1
325,242000,12.396697137361691,0
326,87000,11.373674891823535,1
327,324000,12.688501881189456,3
328,145250,11.886218559372042,1
329,214500,12.276069679344005,1
330,78000,11.264476926102368,2
331,119000,11.686887175419702,4
332,139000,11.842236406331557,1
333,284000,12.556733038263904,0
334,207000,12.240478903153711,1
335,192000,12.165255859329688,2
336,228950,12.34126328584159,3
337,377426,12.841132451487937,2
338,214000,12.273735966890268,4
339,202500,12.218500103788145,3
340,155000,11.951186847493476,0
341,202900,12.220473454337986,3
342,82000,11.31448672129398,3
343,87500,11.37940550085183,1
344,266000,12.491255347155263,4
345,85000,11.350418300109132,0
346,140200,11.850832386224807,4
347,151500,11.928347504569842,1
348,157500,11.967187086434018,2
349,154000,11.944714374881176,1
350,437154,12.988043102265232,2
351,318061,12.670001611311877,0
352,190000,12.154784614286667,0
353,95000,11.461642696843066,1
354,105900,11.570259974415547,0
355,140000,11.849404844423074,0
356,177500,12.086731521684555,1
357,173000,12.06105265381003,3
358,134000,11.80560254159177,2
359,130000,11.775297421715829,0
360,280000,12.54254845357358,2
361,156000,11.95761769646754,2
362,145000,11.884495917930655,0
363,198500,12.198549416880068,2
364,118000,11.678448377988165,0
365,190000,12.154784614286667,3
366,147000,11.898194668458824,0
367,159000,11.976665770490769,3
368,165000,12.013706813470414,0
369,132000,11.790564777297387,3
370,162000,11.995357787034976,3
371,172400,12.057578437658943,1
372,134432,11.808821212646512,0
373,125000,11.736077016252436,2
374,123000,11.719947764402807,2
375,219500,12.299112067295642,0
376,61000,11.0186455364637,3
377,148000,11.904974309480185,1
378,340000,12.73670383776449,1
379,394432,12.885204569609956,4
380,179000,12.095146671399466,4
381,127000,11.751950239425476,1
382,187750,12.142871895843887,1
383,213500,12.271396795480596,0
384,76000,11.23850177707664,3
385,240000,12.388398368982116,4
386,192000,12.165255859329688,4
387,81000,11.302216779257382,2
388,125000,11.736077016252436,4
389,191000,12.160033942617156,2
390,426000,12.962196972666591,2
391,119000,11.686887175419702,1
392,215000,12.278397958261774,4
393,106500,11.575909653758895,4
394,100000,11.51293546492023,3
395,109000,11.599112335481124,0
396,129000,11.767575435251748,3
397,123000,11.719947764402807,3
398,169500,12.040614105490253,4
399,67000,11.112462823634855,0
400,241000,12.392556361841775,3
401,245500,12.411056299528171,4
402,164990,12.013646205940514,4
403,108000,11.58989576532275,4
404,258000,12.460718739865236,4
405,168000,12.031725210748633,2
406,150000,11.918397239722838,1
407,115000,11.652696102959752,4
408,177000,12.08391066125752,3
409,280000,12.54254845357358,2
410,339750,12.73596827534975,1
411,60000,11.002116507732016,1
412,145000,11.884495917930655,0
413,222000,12.310437165348777,3
414,115000,11.652696102959752,0
415,228000,12.337105293891872,3
416,181134,12.106997888588934,0
417,149500,11.91505836075372,0
418,239000,12.384223015005311,3
419,126000,11.744045122410055,4
420,142000,11.863589378812122,3
421,206300,12.237091546357338,1
422,215000,12.278397958261774,3
423,113000,11.635151947212842,0
424,315000,12.660331092405906,0
425,139000,11.842236406331557,2
426,135000,11.81303746480054,0
427,275000,12.524530013005734,0
428,109008,11.599185726610004,0
429,195400,12.182809136284993,0
430,175000,12.07254696717504,0
431,85400,11.355113089309976,1
432,79900,11.2885436473206,3
433,122500,11.715874472198903,0
434,181000,12.10625783509458,0
435,81000,11.302216779257382,2
436,212000,12.264346270624156,1
437,116000,11.661354090741,2
438,119000,11.686887175419702,4
439,90350,11.411457364027743,1
440,110000,11.60824473564232,1
441,555000,13.22672519452875,2
442,118000,11.678448377988165,4
443,162900,12.000897933306716,2
444,172500,12.058158312538197,3
445,210000,12.25486757159303,3
446,127500,11.755879486687116,2
447,190000,12.154784614286667,2
448,199900,12.20557752297723,1
449,119500,11.691080018519528,2
450,120000,11.695255355062796,2
451,110000,11.60824473564232,2
452,280000,12.54254845357358,0
453,204000,12.225880174775122,4
454,210000,12.25486757159303,0
455,188000,12.144202560946876,3
456,175500,12.075400019877522,4
457,98000,11.49273296168228,3
458,256000,12.45293662970407,2
459,161000,11.989165855127435,1
460,110000,11.60824473564232,4
461,263435,12.481565733211925,2
462,155000,11.951186847493476,1
463,62383,11.04106411122238,1
464,188700,12.147919030759663,4
465,124000,11.728044909070784,0
466,178740,12.093693109638318,2
467,167000,12.025755079404917,4
468,146500,11.89478753335453,1
469,250000,12.429220196836384,3
470,187000,12.138869243416009,4
471,212000,12.264346270624156,3
472,190000,12.154784614286667,1
473,148000,11.904974309480185,4
474,440000,12.994532278619134,3
475,251000,12.433212202169727,4
476,132500,11.794345471549745,2
477,208900,12.249615734512616,3
478,380000,12.847929163278051,1
479,297000,12.601490784782536,0
480,89471,11.401681006153428,0
481,326000,12.694655727828804,2
482,374000,12.832013750189883,1
483,155000,11.951186847493476,1
484,164000,12.00762780434872,3
485,132500,11.794345471549745,4
486,147000,11.898194668458824,1
487,156000,11.95761769646754,1
488,175000,12.07254696717504,3
489,160000,11.982935344196433,4
490,86000,11.362114203075018,3
491,115000,11.652696102959752,0
492,133000,11.798111925972618,3
493,172785,12.059809113551395,4
494,155000,11.951186847493476,1
495,91300,11.421917019425596,0
496,34900,10.460270761075147,3
497,430000,12.971542813248435,3
498,184000,12.122696471358964,1
499,130000,11.775297421715829,3
500,120000,11.695255355062796,3
501,113000,11.635151947212842,3
502,226700,12.331387247601905,2
503,140000,11.849404844423074,4
504,289000,12.574185427296197,1
505,147000,11.898194668458824,2
506,124500,11.732069026983156,3
507,215000,12.278397958261774,1
508,208300,12.246739428005665,2
509,161000,11.989165855127435,4
510,124500,11.732069026983156,4
511,164900,12.013100572810686,4
512,202665,12.2193145828011,3
513,129900,11.774527900858468,3
514,134000,11.80560254159177,1
515,96500,11.477308649967686,1
516,402861,12.90634935052389,3
517,158000,11.970356641103,3
518,265000,12.487488878546143,3
519,211000,12.259618151783464,3
520,234000,12.36308066783498,2
521,106250,11.57355949850708,4
522,150000,11.918397239722838,3
523,159000,11.976665770490769,0
525,315750,12.662709207270272,2
526,176000,12.07824495582233,4
527,132000,11.790564777297387,2
528,446261,13.00866150247074,0
529,86000,11.362114203075018,1
530,200624,12.209192772866418,0
531,175000,12.07254696717504,0
532,128000,11.759793355371237,2
533,107500,11.58525542883217,2
534,39300,10.579005242826248,0
535,178000,12.08954444723597,2
536,107500,11.58525542883217,1
537,188000,12.144202560946876,0
538,111250,11.619544188752132,2
539,158000,11.970356641103,3
540,272000,12.513561021741964,0
541,315000,12.660331092405906,2
542,248000,12.421188057397057,4
543,213250,12.2702251546747,2
544,133000,11.798111925972618,1
545,179665,12.098854850641,0
546,229000,12.34148164933907,1
547,210000,12.25486757159303,2
548,129500,11.771443882099636,3
549,125000,11.736077016252436,3
550,263000,12.479913113434042,1
551,140000,11.849404844423074,1
552,112500,11.630717389475995,4
553,255500,12.45098160251256,1
554,108000,11.58989576532275,1
555,284000,12.556733038263904,2
556,113000,11.635151947212842,0
557,141000,11.856522261533735,2
558,108000,11.58989576532275,4
559,175000,12.07254696717504,2
560,234000,12.36308066783498,0
561,121500,11.707677772181546,3
562,170000,12.04355959836804,1
563,108000,11.58989576532275,1
564,185000,12.128116509451258,4
565,268000,12.498745990829317,4
566,128000,11.759793355371237,4
567,325000,12.691583538230216,4
568,214000,12.273735966890268,1
569,316600,12.665397584983758,0
570,135960,11.820123358887448,3
571,142600,11.867805799560465,3
572,120000,11.695255355062796,1
573,224500,12.32163544049751,0
574,170000,12.04355959836804,2
575,139000,11.842236406331557,1
576,118500,11.682676678340282,3
577,145000,11.884495917930655,0
578,164500,12.010671928196444,0
579,146000,11.891368749982083,4
580,131500,11.78676973513378,1
581,181900,12.111217862017217,2
582,253293,12.442306148381938,3
583,118500,11.682676678340282,0
584,325000,12.691583538230216,1
585,133000,11.798111925972618,1
586,369900,12.820990681250253,0
587,130000,11.775297421715829,0
588,137000,11.827743504053696,4
589,143000,11.870606902224589,3
590,79500,11.283524879179666,0
591,185900,12.132969552931216,0
592,451950,13.02132904585825,0
593,138000,11.8350162104899,0
594,140000,11.849404844423074,4
595,110000,11.60824473564232,2
596,319000,12.672949516558306,1
597,114504,11.648373769145277,3
598,194201,12.176654133447505,2
599,217500,12.289958727201457,0
600,151000,11.92504173829169,0
601,275000,12.524530013005734,0
602,141000,11.856522261533735,4
603,220000,12.301387370778713,3
604,151000,11.92504173829169,0
605,221000,12.30592250537653,2
606,205000,12.230770136157428,3
607,152000,11.93164237875414,1
608,225000,12.323860125621126,3
609,359100,12.791358964949923,0
610,118500,11.682676678340282,4
611,313000,12.653961664405363,2
612,148000,11.904974309480185,1
613,261500,12.47419338657158,3
614,147000,11.898194668458824,4
615,75500,11.231901180182517,1
616,137500,11.83138646878959,0
617,183200,12.118339189722551,1
618,105500,11.56647571052632,3
619,314813,12.659737267217572,1
620,305000,12.628070334272698,1
621,67000,11.112462823634855,0
622,240000,12.388398368982116,0
623,135000,11.81303746480054,1
624,168500,12.034696963475044,0
625,165150,12.014615485902029,4
626,160000,11.982935344196433,2
627,139900,11.848690308590855,3
628,153000,11.938199736300923,1
629,135000,11.81303746480054,4
630,168500,12.034696963475044,1
631,124000,11.728044909070784,1
632,209500,12.252483791602629,2
633,82500,11.320565693461432,2
634,139400,11.84510995088398,4
635,144000,11.87757552297847,3
636,200000,12.206077645517674,1
637,60000,11.002116507732016,3
638,93000,11.440365524765756,0
639,85000,11.350418300109132,2
640,264561,12.485830907348902,1
641,274000,12.520887034998584,4
642,226000,12.328294703023394,4
643,345000,12.75130259456002,4
644,152000,11.93164237875414,4
645,370878,12.823631142839984,0
646,143250,11.872353615355411,2
647,98300,11.495789479023491,4
648,155000,11.951186847493476,4
649,155000,11.951186847493476,4
650,84500,11.344518647594766,4
651,205950,12.235393555399902,1
652,108000,11.58989576532275,0
653,191000,12.160033942617156,0
654,135000,11.81303746480054,3
655,350000,12.765691290604371,3
656,88000,11.38510345703214,0
657,145500,11.8879382384223,3
658,149000,11.91170829631447,3
659,97500,11.487617913343598,3
660,167000,12.025755079404917,4
661,197900,12.19552218463499,4
662,402000,12.904209855160254,1
663,110000,11.60824473564232,0
664,137500,11.83138646878959,3
665,423000,12.955129822091816,4
666,230500,12.348010479804223,1
667,129000,11.767575435251748,0
668,193500,12.173037959397275,2
669,168000,12.031725210748633,2
670,137500,11.83138646878959,0
671,173500,12.0639386420412,0
672,103600,11.548302261270589,1
673,165000,12.013706813470414,2
674,257500,12.458778882573531,2
675,140000,11.849404844423074,2
676,148500,11.908346971208951,1
677,87000,11.373674891823535,3
678,109500,11.603688960617085,2
679,372500,12.827995001361906,1
680,128500,11.7636919653883,0
681,143000,11.870606902224589,1
682,159434,11.979391594635793,2
683,173000,12.06105265381003,4
684,285000,12.560247968016562,2
685,221000,12.30592250537653,4
686,207500,12.242891437918386,3
687,227875,12.336556900342153,3
688,148800,11.910365121788654,4
689,392000,12.879019669789754,4
690,194700,12.179220327453931,3
691,141000,11.856522261533735,3
692,755000,13.534474352733596,3
693,335000,12.721888795877376,1
694,108480,11.59433032142082,3
695,141500,11.860062063178267,1
696,176000,12.07824495582233,3
697,89000,11.39640288460621,1
698,123500,11.72400453218338,3
699,138500,11.83863282480007,2
700,196000,12.185875040240456,4
701,312500,12.652362948153474,4
702,140000,11.849404844423074,1
703,361919,12.799178471909892,2
704,140000,11.849404844423074,4
705,213000,12.269052139516225,3
706,55000,10.915106645867503,1
707,302000,12.618185607609805,2
708,254000,12.445093483000798,0
709,179540,12.09815887308463,0
710,109900,11.60733523953139,2
711,52000,10.859018228147889,4
712,102776,11.54031687156214,0
713,189000,12.149507585033072,2
714,129000,11.767575435251748,1
715,130500,11.779136168550774,2
716,165000,12.013706813470414,1
717,159500,11.979805470779858,0
718,157000,11.964007453736912,2
719,341000,12.739640688812674,3
720,128500,11.7636919653883,2
721,275000,12.524530013005734,4
722,143000,11.870606902224589,1
723,124500,11.732069026983156,0
724,135000,11.81303746480054,0
725,320000,12.676079399771028,2
726,120500,11.6994133306336,1
727,222000,12.310437165348777,4
728,194500,12.178192583415596,3
729,110000,11.60824473564232,0
730,103000,11.542493975902508,3
731,236500,12.373707715234994,4
732,187500,12.141539457711714,0
733,222500,12.312686874960354,2
734,131400,11.786008995353765,3
735,108000,11.58989576532275,2
736,163000,12.001511614739403,3
737,93500,11.445727410406752,3
738,239900,12.3879816172226,1
739,179000,12.095146671399466,2
740,190000,12.154784614286667,3
741,132000,11.790564777297387,2
742,142000,11.863589378812122,3
743,179000,12.095146671399466,0
744,175000,12.07254696717504,4
745,180000,12.100717685412471,0
746,299800,12.61087420020211,2
747,236000,12.371591321286903,0
748,265979,12.491176396967154,0
749,260400,12.469978029554952,4
750,98000,11.49273296168228,4
751,96500,11.477308649967686,4
752,162000,11.995357787034976,3
753,217000,12.28765724080691,4
754,275500,12.526346537332584,2
755,156000,11.95761769646754,3
756,172500,12.058158312538197,0
757,212000,12.264346270624156,2
758,158900,11.97603664577121,2
759,179400,12.097378802727306,0
760,290000,12.577639650232571,3
761,127500,11.755879486687116,0
762,100000,11.51293546492023,3
763,215200,12.279327754099118,3
764,337000,12.727841176689148,0
765,270000,12.506180941677355,4
766,264132,12.484208043148731,0
767,196500,12.188422799337028,1
768,160000,11.982935344196433,4
769,216837,12.28690580994122,1
770,538000,13.195615697878251,3
771,134900,11.812296455066814,4
772,102000,11.53273789613992,2
773,107000,11.580593459194764,0
774,114500,11.648338835562749,2
775,395000,12.886643575525625,3
776,162000,11.995357787034976,2
777,221500,12.308182383129823,4
778,142500,11.86710429621008,4
779,144000,11.87757552297847,1
780,135000,11.81303746480054,2
781,176000,12.07824495582233,4
782,175900,12.077676615757811,0
783,187100,12.139403856983334,0
784,165500,12.016732516077072,0
785,128000,11.759793355371237,2
786,161500,11.992266613576142,3
787,139000,11.842236406331557,0
788,233000,12.358798024384122,3
789,107900,11.588969419043872,2
790,187500,12.141539457711714,2
791,160200,11.984184555794169,3
792,146800,11.896833207128452,3
793,269790,12.505402864156403,4
794,225000,12.323860125621126,1
795,194500,12.178192583415596,2
796,171000,12.049424683420916,4
797,143500,11.874097282798648,4
798,110000,11.60824473564232,2
799,485000,13.091906231773164,4
800,175000,12.07254696717504,1
801,200000,12.206077645517674,1
802,109900,11.60733523953139,4
803,189000,12.149507585033072,3
804,582933,13.275829251377,1
805,118000,11.678448377988165,3
806,227680,12.335700805443338,4
807,135500,11.81673429934846,4
808,223500,12.317171167298682,2
809,159950,11.982622797311857,1
810,106000,11.571203807011967,0
811,181000,12.10625783509458,1
812,144500,11.881041706925902,0
813,55993,10.932999821119935,2
814,157900,11.969723533345908,0
815,116000,11.661354090741,2
816,224900,12.323415584358154,2
817,137000,11.827743504053696,4
818,271000,12.509877789891933,1
819,155000,11.951186847493476,1
820,224000,12.319405795112926,1
821,183000,12.117246896289505,2
822,93000,11.440365524765756,2
823,225000,12.323860125621126,4
824,139500,11.845827048676645,3
825,232600,12.357079818283598,2
826,385000,12.861001210669146,1
827,109500,11.603688960617085,3
828,189000,12.149507585033072,2
829,185000,12.128116509451258,3
830,147400,11.900912042974875,2
831,166000,12.01974909141692,1
832,151000,11.92504173829169,3
833,237000,12.37581963951765,4
834,167000,12.025755079404917,3
835,139950,11.849047640327148,3
836,128000,11.759793355371237,2
837,153500,11.941462360646147,4
838,100000,11.51293546492023,0
839,144000,11.87757552297847,3
840,130500,11.779136168550774,1
841,140000,11.849404844423074,0
842,157500,11.967187086434018,4
843,174900,12.071975378543236,1
844,141000,11.856522261533735,3
845,153900,11.944064817531656,2
846,171000,12.049424683420916,1
847,213000,12.269052139516225,0
848,133500,11.80186424743109,1
849,240000,12.388398368982116,1
850,187000,12.138869243416009,3
851,131500,11.78676973513378,1
852,215000,12.278397958261774,3
853,164000,12.00762780434872,3
854,158000,11.970356641103,0
855,170000,12.04355959836804,3
856,127000,11.751950239425476,4
857,147000,11.898194668458824,2
858,174000,12.066816325306588,4
859,152000,11.93164237875414,2
860,250000,12.429220196836384,1
861,189950,12.154521423145216,2
862,131500,11.78676973513378,4
863,152000,11.93164237875414,2
864,132500,11.794345471549745,1
865,250580,12.43153750053306,4
866,148500,11.908346971208951,1
867,248900,12.424810506025397,0
868,129000,11.767575435251748,3
869,169000,12.037659911047468,2
870,236000,12.371591321286903,3
871,109500,11.603688960617085,1
872,200500,12.208574513247497,4
873,116000,11.661354090741,4
874,133000,11.798111925972618,3
875,66500,11.104972264124868,2
876,303477,12.623064399210184,2
877,132250,11.792456911128632,3
878,350000,12.765691290604371,3
879,148000,11.904974309480185,4
880,136500,11.824087219587645,4
881,157000,11.964007453736912,3
882,187500,12.141539457711714,4
883,178000,12.08954444723597,2
884,118500,11.682676678340282,0
885,100000,11.51293546492023,4
886,328900,12.70351207261035,3
887,145000,11.884495917930655,1
888,135500,11.81673429934846,0
889,268000,12.498745990829317,2
890,149500,11.91505836075372,1
891,122900,11.719134432217524,2
892,172500,12.058158312538197,3
893,154500,11.9479558477909,4
894,165000,12.013706813470414,1
895,118858,11.685693195625964,2
896,140000,11.849404844423074,2
897,106500,11.575909653758895,3
898,142953,11.870278179170796,4
899,611657,13.323928581764989,4
900,135000,11.81303746480054,2
901,110000,11.60824473564232,1
902,153000,11.938199736300923,1
903,180000,12.100717685412471,1
904,240000,12.388398368982116,3
905,125500,11.74006900564972,2
906,128000,11.759793355371237,2
907,255000,12.449022745701502,0
908,250000,12.429220196836384,0
909,131000,11.78296023574194,1
910,174000,12.066816325306588,2
911,154300,11.946660519211653,0
912,143500,11.874097282798648,1
913,88000,11.38510345703214,3
914,145000,11.884495917930655,3
915,173733,12.065280672855897,4
916,75000,11.225256725762891,3
917,35311,10.471978128496518,0
918,135000,11.81303746480054,0
919,238000,12.380030154325455,1
920,176500,12.08108182106182,1
921,201000,12.211065162153217,3
922,145900,11.890683588496984,3
923,169990,12.043500773454497,3
924,193000,12.170450649220747,0
925,207500,12.242891437918386,1
926,175000,12.07254696717504,0
927,285000,12.560247968016562,2
928,176000,12.07824495582233,3
929,236500,12.373707715234994,3
930,222000,12.310437165348777,4
931,201000,12.211065162153217,4
932,117500,11.674202123168431,1
