feature_index,feature,feature_group,dtype,train_unique,test_unique
163,OverallQual_x_HouseAge,interaction_feature,int64,291,288
164,OverallQual_x_RemodAge,interaction_feature,int64,175,177
165,Neighborhood_TE_x_HouseAge,location_interaction,float64,1149,544
166,Neighborhood_TE_x_RemodAge,location_interaction,float64,1100,491
167,QualityAgeIndex,quality_age,float64,324,330
168,QualityRemodIndex,quality_age,float64,219,213
169,AgePenaltyByQuality,quality_age,float64,331,334
170,IsVeryOldHouse,binary_indicator,int64,2,2
171,IsOldButRemodeled,binary_indicator,int64,2,2
172,OldLowQualityHouse,quality_age,int64,2,2
173,NewHighQualityHouse,quality_age,int64,2,2
174,GarageScore,log_transformed_numeric,float64,488,508
175,GarageAreaPerCar,log_transformed_numeric,float64,398,419
176,GarageQualityAreaScore,log_transformed_numeric,float64,466,488
177,GarageFinishAreaScore,log_transformed_numeric,float64,597,621
178,OverallQual_x_GarageScore,log_transformed_numeric,float64,708,739
179,Neighborhood_TE_x_GarageScore,log_transformed_numeric,float64,1304,960
180,HasLargeGarage,binary_indicator,int64,2,2
181,LargeHighQualityGarage,raw_or_other_numeric,int64,2,2
182,BasementScore,log_transformed_numeric,float64,868,894
183,BasementQualityAreaScore,log_transformed_numeric,float64,868,894
184,BasementExposureAreaScore,log_transformed_numeric,float64,908,910
185,FinishedBasementSF,log_transformed_numeric,float64,635,676
186,FinishedBasementRatio,basement_refined,float64,971,978
187,UnfinishedBasementRatio,basement_refined,float64,1205,1209
188,OverallQual_x_BasementQualityAreaScore,log_transformed_numeric,float64,1045,1050
189,Neighborhood_TE_x_BasementQualityAreaScore,log_transformed_numeric,float64,1380,1203
190,BathPerRoom,raw_or_other_numeric,float64,44,49
191,BathPerBedroom,raw_or_other_numeric,float64,33,30
192,BedroomPerRoom,raw_or_other_numeric,float64,33,31
193,RoomSizeAvg,log_transformed_numeric,float64,1013,1026
194,OverallQual_x_RoomSizeAvg,log_transformed_numeric,float64,1199,1203
195,LuxuryScore,tail_luxury_risk,float64,28,28
196,LuxuryAreaScore,log_transformed_numeric,float64,1334,1338
197,LuxuryNeighborhoodScore,log_transformed_numeric,float64,984,283
198,LowQualityRiskScore,tail_luxury_risk,int64,7,6
199,PremiumLargeLuxuryHouse,tail_luxury_risk,int64,2,2
200,LowTierSmallLowQualityHouse,tail_luxury_risk,int64,2,2
201,LargeButLowQualityRisk,tail_luxury_risk,int64,2,2
202,MSZoning__C (all),onehot_categorical,uint8,2,2
203,MSZoning__FV,onehot_categorical,uint8,2,2
204,MSZoning__RH,onehot_categorical,uint8,2,2
205,MSZoning__RL,onehot_categorical,uint8,2,2
206,MSZoning__RM,onehot_categorical,uint8,2,2
207,Alley__Grvl,onehot_categorical,uint8,2,2
208,Alley__NoFeature,onehot_categorical,uint8,2,2
209,Alley__Pave,onehot_categorical,uint8,2,2
210,LotShape__IR1,onehot_categorical,uint8,2,2
211,LotShape__IR2,onehot_categorical,uint8,2,2
212,LotShape__Rare,onehot_categorical,uint8,2,2
213,LotShape__Reg,onehot_categorical,uint8,2,2
214,LandContour__Bnk,onehot_categorical,uint8,2,2
215,LandContour__HLS,onehot_categorical,uint8,2,2
216,LandContour__Low,onehot_categorical,uint8,2,2
217,LandContour__Lvl,onehot_categorical,uint8,2,2
218,LotConfig__Corner,onehot_categorical,uint8,2,2
219,LotConfig__CulDSac,onehot_categorical,uint8,2,2
220,LotConfig__FR2,onehot_categorical,uint8,2,2
221,LotConfig__Inside,onehot_categorical,uint8,2,2
222,LotConfig__Rare,onehot_categorical,uint8,2,2
223,LandSlope__Gtl,onehot_categorical,uint8,2,2
224,LandSlope__Mod,onehot_categorical,uint8,2,2
225,LandSlope__Sev,onehot_categorical,uint8,2,2
226,Neighborhood__Blmngtn,onehot_categorical,uint8,2,2
227,Neighborhood__BrDale,onehot_categorical,uint8,2,2
228,Neighborhood__BrkSide,onehot_categorical,uint8,2,2
229,Neighborhood__ClearCr,onehot_categorical,uint8,2,2
230,Neighborhood__CollgCr,onehot_categorical,uint8,2,2
231,Neighborhood__Crawfor,onehot_categorical,uint8,2,2
232,Neighborhood__Edwards,onehot_categorical,uint8,2,2
233,Neighborhood__Gilbert,onehot_categorical,uint8,2,2
234,Neighborhood__IDOTRR,onehot_categorical,uint8,2,2
235,Neighborhood__MeadowV,onehot_categorical,uint8,2,2
236,Neighborhood__Mitchel,onehot_categorical,uint8,2,2
237,Neighborhood__NAmes,onehot_categorical,uint8,2,2
238,Neighborhood__NWAmes,onehot_categorical,uint8,2,2
239,Neighborhood__NoRidge,onehot_categorical,uint8,2,2
240,Neighborhood__NridgHt,onehot_categorical,uint8,2,2
241,Neighborhood__OldTown,onehot_categorical,uint8,2,2
242,Neighborhood__Rare,onehot_categorical,uint8,2,2
243,Neighborhood__SWISU,onehot_categorical,uint8,2,2
244,Neighborhood__Sawyer,onehot_categorical,uint8,2,2
245,Neighborhood__SawyerW,onehot_categorical,uint8,2,2
246,Neighborhood__Somerst,onehot_categorical,uint8,2,2
247,Neighborhood__StoneBr,onehot_categorical,uint8,2,2
248,Neighborhood__Timber,onehot_categorical,uint8,2,2
249,Neighborhood__Veenker,onehot_categorical,uint8,2,2
250,Condition1__Artery,onehot_categorical,uint8,2,2
251,Condition1__Feedr,onehot_categorical,uint8,2,2
252,Condition1__Norm,onehot_categorical,uint8,2,2
253,Condition1__PosN,onehot_categorical,uint8,2,2
254,Condition1__RRAe,onehot_categorical,uint8,2,2
255,Condition1__RRAn,onehot_categorical,uint8,2,2
256,Condition1__Rare,onehot_categorical,uint8,2,2
257,Condition2__Norm,onehot_categorical,uint8,2,2
258,Condition2__Rare,onehot_categorical,uint8,2,2
259,BldgType__1Fam,onehot_categorical,uint8,2,2
260,BldgType__2fmCon,onehot_categorical,uint8,2,2
261,BldgType__Duplex,onehot_categorical,uint8,2,2
262,BldgType__Twnhs,onehot_categorical,uint8,2,2
263,BldgType__TwnhsE,onehot_categorical,uint8,2,2
264,HouseStyle__1.5Fin,onehot_categorical,uint8,2,2
265,HouseStyle__1.5Unf,onehot_categorical,uint8,2,2
266,HouseStyle__1Story,onehot_categorical,uint8,2,2
267,HouseStyle__2.5Unf,onehot_categorical,uint8,2,2
268,HouseStyle__2Story,onehot_categorical,uint8,2,2
269,HouseStyle__Rare,onehot_categorical,uint8,2,1
270,HouseStyle__SFoyer,onehot_categorical,uint8,2,2
271,HouseStyle__SLvl,onehot_categorical,uint8,2,2
272,RoofStyle__Flat,onehot_categorical,uint8,2,2
273,RoofStyle__Gable,onehot_categorical,uint8,2,2
274,RoofStyle__Gambrel,onehot_categorical,uint8,2,2
275,RoofStyle__Hip,onehot_categorical,uint8,2,2
276,RoofStyle__Rare,onehot_categorical,uint8,2,2
277,RoofMatl__CompShg,onehot_categorical,uint8,2,2
278,RoofMatl__Rare,onehot_categorical,uint8,2,2
279,Exterior1st__AsbShng,onehot_categorical,uint8,2,2
280,Exterior1st__BrkFace,onehot_categorical,uint8,2,2
281,Exterior1st__CemntBd,onehot_categorical,uint8,2,2
282,Exterior1st__HdBoard,onehot_categorical,uint8,2,2
283,Exterior1st__MetalSd,onehot_categorical,uint8,2,2
284,Exterior1st__Plywood,onehot_categorical,uint8,2,2
285,Exterior1st__Rare,onehot_categorical,uint8,2,2
286,Exterior1st__Stucco,onehot_categorical,uint8,2,2
287,Exterior1st__VinylSd,onehot_categorical,uint8,2,2
288,Exterior1st__Wd Sdng,onehot_categorical,uint8,2,2
289,Exterior1st__WdShing,onehot_categorical,uint8,2,2
290,Exterior2nd__AsbShng,onehot_categorical,uint8,2,2
291,Exterior2nd__BrkFace,onehot_categorical,uint8,2,2
292,Exterior2nd__CmentBd,onehot_categorical,uint8,2,2
293,Exterior2nd__HdBoard,onehot_categorical,uint8,2,2
294,Exterior2nd__ImStucc,onehot_categorical,uint8,2,2
295,Exterior2nd__MetalSd,onehot_categorical,uint8,2,2
296,Exterior2nd__Plywood,onehot_categorical,uint8,2,2
297,Exterior2nd__Rare,onehot_categorical,uint8,2,2
298,Exterior2nd__Stucco,onehot_categorical,uint8,2,2
299,Exterior2nd__VinylSd,onehot_categorical,uint8,2,2
300,Exterior2nd__Wd Sdng,onehot_categorical,uint8,2,2
301,Exterior2nd__Wd Shng,onehot_categorical,uint8,2,2
302,MasVnrType__BrkCmn,onehot_categorical,uint8,2,2
303,MasVnrType__BrkFace,onehot_categorical,uint8,2,2
304,MasVnrType__NoFeature,onehot_categorical,uint8,2,2
305,MasVnrType__Stone,onehot_categorical,uint8,2,2
306,ExterQual__Ex,onehot_categorical,uint8,2,2
307,ExterQual__Fa,onehot_categorical,uint8,2,2
308,ExterQual__Gd,onehot_categorical,uint8,2,2
309,ExterQual__TA,onehot_categorical,uint8,2,2
310,ExterCond__Fa,onehot_categorical,uint8,2,2
311,ExterCond__Gd,onehot_categorical,uint8,2,2
312,ExterCond__Rare,onehot_categorical,uint8,2,2
313,ExterCond__TA,onehot_categorical,uint8,2,2
314,Foundation__BrkTil,onehot_categorical,uint8,2,2
315,Foundation__CBlock,onehot_categorical,uint8,2,2
316,Foundation__PConc,onehot_categorical,uint8,2,2
317,Foundation__Rare,onehot_categorical,uint8,2,2
318,Foundation__Slab,onehot_categorical,uint8,2,2
319,BsmtQual__Ex,onehot_categorical,uint8,2,2
320,BsmtQual__Fa,onehot_categorical,uint8,2,2
321,BsmtQual__Gd,onehot_categorical,uint8,2,2
322,BsmtQual__NoFeature,onehot_categorical,uint8,2,2
323,BsmtQual__TA,onehot_categorical,uint8,2,2
324,BsmtCond__Fa,onehot_categorical,uint8,2,2
325,BsmtCond__Gd,onehot_categorical,uint8,2,2
326,BsmtCond__NoFeature,onehot_categorical,uint8,2,2
327,BsmtCond__Rare,onehot_categorical,uint8,2,2
328,BsmtCond__TA,onehot_categorical,uint8,2,2
329,BsmtExposure__Av,onehot_categorical,uint8,2,2
330,BsmtExposure__Gd,onehot_categorical,uint8,2,2
331,BsmtExposure__Mn,onehot_categorical,uint8,2,2
332,BsmtExposure__No,onehot_categorical,uint8,2,2
333,BsmtExposure__NoFeature,onehot_categorical,uint8,2,2
334,BsmtFinType1__ALQ,onehot_categorical,uint8,2,2
335,BsmtFinType1__BLQ,onehot_categorical,uint8,2,2
336,BsmtFinType1__GLQ,onehot_categorical,uint8,2,2
337,BsmtFinType1__LwQ,onehot_categorical,uint8,2,2
338,BsmtFinType1__NoFeature,onehot_categorical,uint8,2,2
339,BsmtFinType1__Rec,onehot_categorical,uint8,2,2
340,BsmtFinType1__Unf,onehot_categorical,uint8,2,2
341,BsmtFinType2__ALQ,onehot_categorical,uint8,2,2
342,BsmtFinType2__BLQ,onehot_categorical,uint8,2,2
343,BsmtFinType2__GLQ,onehot_categorical,uint8,2,2
344,BsmtFinType2__LwQ,onehot_categorical,uint8,2,2
345,BsmtFinType2__NoFeature,onehot_categorical,uint8,2,2
346,BsmtFinType2__Rec,onehot_categorical,uint8,2,2
347,BsmtFinType2__Unf,onehot_categorical,uint8,2,2
348,Heating__GasA,onehot_categorical,uint8,2,2
349,Heating__GasW,onehot_categorical,uint8,2,2
350,Heating__Rare,onehot_categorical,uint8,2,2
351,HeatingQC__Ex,onehot_categorical,uint8,2,2
352,HeatingQC__Fa,onehot_categorical,uint8,2,2
353,HeatingQC__Gd,onehot_categorical,uint8,2,2
354,HeatingQC__Rare,onehot_categorical,uint8,2,2
355,HeatingQC__TA,onehot_categorical,uint8,2,2
356,CentralAir__N,onehot_categorical,uint8,2,2
357,CentralAir__Y,onehot_categorical,uint8,2,2
358,Electrical__FuseA,onehot_categorical,uint8,2,2
359,Electrical__FuseF,onehot_categorical,uint8,2,2
360,Electrical__Rare,onehot_categorical,uint8,2,2
361,Electrical__SBrkr,onehot_categorical,uint8,2,2
362,KitchenQual__Ex,onehot_categorical,uint8,2,2
363,KitchenQual__Fa,onehot_categorical,uint8,2,2
364,KitchenQual__Gd,onehot_categorical,uint8,2,2
365,KitchenQual__TA,onehot_categorical,uint8,2,2
366,Functional__Maj1,onehot_categorical,uint8,2,2
367,Functional__Min1,onehot_categorical,uint8,2,2
368,Functional__Min2,onehot_categorical,uint8,2,2
369,Functional__Mod,onehot_categorical,uint8,2,2
370,Functional__Rare,onehot_categorical,uint8,2,2
371,Functional__Typ,onehot_categorical,uint8,2,2
372,FireplaceQu__Ex,onehot_categorical,uint8,2,2
373,FireplaceQu__Fa,onehot_categorical,uint8,2,2
374,FireplaceQu__Gd,onehot_categorical,uint8,2,2
375,FireplaceQu__NoFeature,onehot_categorical,uint8,2,2
376,FireplaceQu__Po,onehot_categorical,uint8,2,2
377,FireplaceQu__TA,onehot_categorical,uint8,2,2
378,GarageType__Attchd,onehot_categorical,uint8,2,2
379,GarageType__Basment,onehot_categorical,uint8,2,2
380,GarageType__BuiltIn,onehot_categorical,uint8,2,2
381,GarageType__Detchd,onehot_categorical,uint8,2,2
382,GarageType__NoFeature,onehot_categorical,uint8,2,2
383,GarageType__Rare,onehot_categorical,uint8,2,2
384,GarageFinish__Fin,onehot_categorical,uint8,2,2
385,GarageFinish__NoFeature,onehot_categorical,uint8,2,2
386,GarageFinish__RFn,onehot_categorical,uint8,2,2
387,GarageFinish__Unf,onehot_categorical,uint8,2,2
388,GarageQual__Fa,onehot_categorical,uint8,2,2
389,GarageQual__Gd,onehot_categorical,uint8,2,2
390,GarageQual__NoFeature,onehot_categorical,uint8,2,2
391,GarageQual__Rare,onehot_categorical,uint8,2,2
392,GarageQual__TA,onehot_categorical,uint8,2,2
393,GarageCond__Fa,onehot_categorical,uint8,2,2
394,GarageCond__NoFeature,onehot_categorical,uint8,2,2
395,GarageCond__Rare,onehot_categorical,uint8,2,2
396,GarageCond__TA,onehot_categorical,uint8,2,2
397,PavedDrive__N,onehot_categorical,uint8,2,2
398,PavedDrive__P,onehot_categorical,uint8,2,2
399,PavedDrive__Y,onehot_categorical,uint8,2,2
400,PoolQC__NoFeature,onehot_categorical,uint8,2,2
401,PoolQC__Rare,onehot_categorical,uint8,2,2
402,Fence__GdPrv,onehot_categorical,uint8,2,2
403,Fence__GdWo,onehot_categorical,uint8,2,2
404,Fence__MnPrv,onehot_categorical,uint8,2,2
405,Fence__NoFeature,onehot_categorical,uint8,2,2
406,Fence__Rare,onehot_categorical,uint8,2,2
407,MiscFeature__NoFeature,onehot_categorical,uint8,2,2
408,MiscFeature__Rare,onehot_categorical,uint8,2,2
409,MiscFeature__Shed,onehot_categorical,uint8,2,2
410,SaleType__COD,onehot_categorical,uint8,2,2
411,SaleType__New,onehot_categorical,uint8,2,2
412,SaleType__Rare,onehot_categorical,uint8,2,2
413,SaleType__WD,onehot_categorical,uint8,2,2
414,SaleCondition__Abnorml,onehot_categorical,uint8,2,2
415,SaleCondition__Alloca,onehot_categorical,uint8,2,2
416,SaleCondition__Family,onehot_categorical,uint8,2,2
417,SaleCondition__Normal,onehot_categorical,uint8,2,2
418,SaleCondition__Partial,onehot_categorical,uint8,2,2
419,SaleCondition__Rare,onehot_categorical,uint8,2,2
420,NeighborhoodPriceTier__high,onehot_categorical,uint8,2,2
421,NeighborhoodPriceTier__low,onehot_categorical,uint8,2,2
422,NeighborhoodPriceTier__mid,onehot_categorical,uint8,2,2
423,NeighborhoodPriceTier__premium,onehot_categorical,uint8,2,2
