Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,LivingPlusBasementSF,TotalPorchSF,OutdoorSF,TotalBath,HouseAge,RemodAge,IsNewHouse,IsRemodeled,HasGarageYrBlt,GarageAge,HasGarage,HasBasement,HasFireplace,HasPool,HasMasVnr,HasWoodDeck,HasOpenPorch,HasScreenPorch,Has3SsnPorch,HasMiscFeature,HasFence,HasAlley,ExteriorMatched,ExterQual_Ord,ExterCond_Ord,BsmtQual_Ord,BsmtCond_Ord,BsmtExposure_Ord,BsmtFinType1_Ord,BsmtFinType2_Ord,HeatingQC_Ord,KitchenQual_Ord,Functional_Ord,FireplaceQu_Ord,GarageFinish_Ord,GarageQual_Ord,GarageCond_Ord,PavedDrive_Ord,PoolQC_Ord,Fence_Ord,LotShape_Ord,LandSlope_Ord,ExteriorQualityScore,KitchenQualityScore,BasementQualityScore,BasementFinishScore,GarageQualityScore,LuxuryQualityScore,OverallQual_x_TotalSF,OverallQual_x_GrLivArea,OverallQual_x_TotalBath,KitchenQual_Ord_x_GrLivArea,ExterQual_Ord_x_GrLivArea,BsmtQual_Ord_x_TotalBsmtSF,GarageFinish_Ord_x_GarageArea,GarageQual_Ord_x_GarageArea,Neighborhood_TE,Neighborhood_TE_Centered,MSSubClass_TE,MSSubClass_TE_Centered,Exterior1st_TE,Exterior1st_TE_Centered,Exterior2nd_TE,Exterior2nd_TE_Centered,Foundation_TE,Foundation_TE_Centered,HouseStyle_TE,HouseStyle_TE_Centered,SaleCondition_TE,SaleCondition_TE_Centered,GarageType_TE,GarageType_TE_Centered,Neighborhood_OverallQual_TE,Neighborhood_OverallQual_TE_Centered,Neighborhood_MSSubClass_TE,Neighborhood_MSSubClass_TE_Centered,Neighborhood_HouseStyle_TE,Neighborhood_HouseStyle_TE_Centered,MSSubClass_OverallQual_TE,MSSubClass_OverallQual_TE_Centered,Exterior1st_OverallQual_TE,Exterior1st_OverallQual_TE_Centered,Exterior2nd_OverallQual_TE,Exterior2nd_OverallQual_TE_Centered,Foundation_OverallQual_TE,Foundation_OverallQual_TE_Centered,GarageType_OverallQual_TE,GarageType_OverallQual_TE_Centered,NeighborhoodPriceTier_Ord,NeighborhoodPriceTier,IsPremiumNeighborhood,IsLowPriceNeighborhood,OverallQual_x_Neighborhood_TE,OverallQual_x_Neighborhood_TE_Centered,OverallCond_x_Neighborhood_TE,OverallCond_x_Neighborhood_TE_Centered,ExterQual_Ord_x_Neighborhood_TE,ExterQual_Ord_x_Neighborhood_TE_Centered,KitchenQual_Ord_x_Neighborhood_TE,KitchenQual_Ord_x_Neighborhood_TE_Centered,BsmtQual_Ord_x_Neighborhood_TE,BsmtQual_Ord_x_Neighborhood_TE_Centered,GarageFinish_Ord_x_Neighborhood_TE,GarageFinish_Ord_x_Neighborhood_TE_Centered,GarageQual_Ord_x_Neighborhood_TE,GarageQual_Ord_x_Neighborhood_TE_Centered,FireplaceQu_Ord_x_Neighborhood_TE,FireplaceQu_Ord_x_Neighborhood_TE_Centered,Neighborhood_TE_x_GrLivArea,Neighborhood_TE_x_TotalSF,Neighborhood_TE_x_LivingPlusBasementSF,Neighborhood_TE_x_TotalBsmtSF,Neighborhood_TE_x_1stFlrSF,Neighborhood_TE_x_2ndFlrSF,Neighborhood_TE_x_GarageArea,Neighborhood_TE_x_GarageCars,Neighborhood_TE_x_TotalBath,Neighborhood_TE_x_TotalPorchSF,Neighborhood_TE_x_OutdoorSF,Neighborhood_TE_x_LotArea,Neighborhood_TE_x_LotFrontage,PremiumNeighborhoodLargeHouse,PremiumNeighborhoodHighQuality,LowPriceNeighborhoodLargeHouse,LowPriceNeighborhoodLowQuality,LargeHighQualityHouse,LargeLowQualityHouse
99,30,RL,85.0,10625,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108,Unf,0,350,458,GasA,Fa,N,SBrkr,835,0,0,835,0,0,1,0,2,1,TA,5,Typ,0,None,Basment,1920.0,Unf,1,366,Fa,TA,Y,0,0,77,0,0,0,None,None,Shed,400,5,2010,COD,Abnorml,1293,1293,77,77,1.0,90,60,0,1,1,90.0,1,1,0,0,0,0,0,0,0,1,0,0,1,3.0,3.0,3.0,3.0,1.0,5.0,1.0,2.0,3.0,7.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,4.0,3.0,6.0,3.0,7.0,6.0,6.0,9.0,6465,4175,5.0,2505.0,2505.0,1374.0,366.0,732.0,11.758935144724223,-0.2650800109583251,11.56874645562611,-0.45526870005643794,11.853087992455784,-0.17092716322676438,11.856158381076227,-0.16785677460632087,11.759989956937238,-0.26402519874531016,11.984295220218545,-0.03971993546400299,11.834205866884194,-0.18980928879835446,11.986600468273831,-0.037414687408716674,11.828243300495933,-0.19577185518661544,11.775899149256075,-0.24811600642647313,11.752287854363408,-0.2717273013191406,11.749804920958981,-0.27421023472356687,11.785100587486927,-0.2389145681956215,11.798629796772019,-0.22538535891052902,11.771867092856729,-0.25214806282581925,11.9460776438263,-0.07793751185624842,0,low,0,1,58.79467572362111,-1.3254000547916256,58.79467572362111,-1.3254000547916256,35.27680543417267,-0.7952400328749754,35.27680543417267,-0.7952400328749754,35.27680543417267,-0.7952400328749754,11.758935144724223,-0.2650800109583251,23.517870289448446,-0.5301600219166502,0.0,-0.0,9818.710845844726,15204.30314212842,15204.30314212842,5385.592296283694,9818.710845844726,0.0,4303.770262969066,11.758935144724223,11.758935144724223,905.4380061437652,905.4380061437652,124938.68591269487,999.5094873015589,0,0,0,1,0,0
100,20,RL,77.0,9320,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Unf,0,381,950,GasA,Fa,Y,SBrkr,1225,0,0,1225,1,0,1,1,3,1,TA,6,Typ,0,None,None,0.0,None,0,0,None,None,Y,352,0,0,0,0,0,None,None,Shed,400,1,2010,WD,Normal,2175,2175,0,352,2.5,51,51,0,0,0,-1.0,0,1,0,0,0,1,0,0,0,1,0,0,1,3.0,3.0,3.0,3.0,1.0,5.0,1.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,6.0,3.0,7.0,6.0,0.0,3.0,8700,4900,10.0,3675.0,3675.0,2850.0,0.0,0.0,11.880984100228485,-0.14303105545406325,12.042751632388306,0.018736476705758065,12.029242344078094,0.005227188395545923,11.990511671465262,-0.03350348421728633,11.876119393345137,-0.14789576233741109,11.98772785156535,-0.036287304117198715,12.002960114974218,-0.021055040708329642,11.596426936096734,-0.4275882195858145,11.83765808372142,-0.18635707196112783,11.87422457768935,-0.14979057799319762,11.860261292240656,-0.16375386344189202,11.799104980185485,-0.2249101754970635,11.996402289802255,-0.027612865880293214,11.943363185167092,-0.08065197051545603,11.689671419694367,-0.3343437359881811,11.686059021004143,-0.33795613467840546,1,mid,0,0,47.52393640091394,-0.572124221816253,59.40492050114243,-0.7151552772703162,35.64295230068545,-0.42909316636218975,35.64295230068545,-0.42909316636218975,35.64295230068545,-0.42909316636218975,0.0,-0.0,0.0,-0.0,0.0,-0.0,14554.205522779894,25841.140417996954,25841.140417996954,11286.93489521706,14554.205522779894,0.0,0.0,0.0,29.702460250571214,0.0,4182.106403280427,110730.77181412948,914.8357757175934,0,0,0,0,0,0
101,20,RL,80.0,10603,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,1200,Unf,0,410,1610,GasA,Gd,Y,SBrkr,1610,0,0,1610,1,0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,1977.0,RFn,2,480,TA,TA,Y,168,68,0,0,0,0,None,None,None,0,2,2010,WD,Normal,3220,3220,68,236,3.0,33,9,0,1,1,33.0,1,1,1,0,1,1,1,0,0,0,0,0,1,3.0,3.0,3.0,3.0,2.0,5.0,1.0,4.0,4.0,7.0,3.0,2.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,6.0,4.0,8.0,6.0,8.0,15.0,19320,9660,18.0,6440.0,4830.0,4830.0,960.0,1440.0,12.105803626767184,0.08178847108463572,12.055904442566344,0.03188928688379633,12.049277339205096,0.025262183522547943,12.002437303892805,-0.021577851789743363,12.252610254757684,0.22859509907513598,11.996315417928788,-0.027699737753760445,12.008957060943915,-0.015058094738632732,12.159756173866384,0.1357410181838361,12.070248487864687,0.04623333218213865,12.065164194028428,0.04114903834588013,12.05495083808408,0.030935682401532105,12.027129826395898,0.0031146707133498097,12.003153043999696,-0.020862111682852458,12.024652767640221,0.0006376119576732009,12.058210072117273,0.03419491643472483,12.026208323260933,0.002193167578385058,2,high,0,0,72.6348217606031,0.4907308265078143,84.74062538737029,0.57251929759245,36.31741088030155,0.24536541325390715,48.423214507068735,0.32715388433854287,36.31741088030155,0.24536541325390715,24.211607253534368,0.16357694216927143,36.31741088030155,0.24536541325390715,36.31741088030155,0.24536541325390715,19490.343839095167,38980.687678190334,38980.687678190334,19490.343839095167,19490.343839095167,0.0,5810.785740848249,24.211607253534368,36.31741088030155,823.1946466201684,2856.969655917055,128357.83585461245,968.4642901413747,0,0,0,0,0,0
102,60,RL,77.0,9206,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,741,741,GasA,TA,Y,SBrkr,977,755,0,1732,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1985.0,Fin,2,476,TA,TA,Y,192,46,0,0,0,0,None,None,None,0,6,2010,WD,Normal,2473,2473,46,238,2.5,25,25,0,0,1,25.0,1,1,1,0,1,1,1,0,0,0,0,0,1,4.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,7.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,4.0,3.0,7.0,4.0,8.0,2.0,9.0,16.0,14838,10392,15.0,6928.0,6928.0,2964.0,1428.0,1428.0,12.051908433801623,0.02789327811907505,12.31677025719819,0.29275510151564177,11.96486708554618,-0.05914807013636825,11.985190461127619,-0.038824694554929096,11.875926396174634,-0.1480887595079139,12.170209035433542,0.14619387975099407,12.006075029069725,-0.017940126612822738,12.155045395084663,0.131030239402115,11.990428973183997,-0.033586182498551054,12.150904409831547,0.126889254148999,12.132497527695808,0.10848237201325972,12.097022142220224,0.0730069865376759,11.988098532424678,-0.035916623257870484,12.001456441108088,-0.022558714574460126,11.959792216917926,-0.06422293876462248,12.023343945621425,-0.0006712100611228067,1,mid,0,0,72.31145060280974,0.1673596687144503,60.259542169008114,0.13946639059537524,48.20763373520649,0.1115731124763002,48.20763373520649,0.1115731124763002,48.20763373520649,0.1115731124763002,36.15572530140487,0.08367983435722515,36.15572530140487,0.08367983435722515,36.15572530140487,0.08367983435722515,20873.90540734441,29804.369556791415,29804.369556791415,8930.464149447003,11774.714539824186,9099.190867520225,5736.7084144895725,24.103816867603246,30.129771084504057,554.3877879548746,2868.3542072447863,110949.86904157774,927.996949402725,0,0,0,0,0,0
103,90,RL,64.0,7018,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Fa,Slab,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,TA,8,Typ,0,None,Attchd,1979.0,Unf,2,410,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2009,WD,Alloca,1535,1535,0,0,2.0,30,30,0,0,1,30.0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,0.0,1.0,3.0,3.0,2.0,0.0,0.0,4.0,3.0,5.0,3.0,0.0,0.0,7.0,10.0,7675,7675,10.0,4605.0,4605.0,0.0,410.0,1230.0,12.076504831882065,0.05248967619951728,11.851610298200672,-0.17240485748187595,11.964352829544913,-0.059662326137635446,11.98555265144204,-0.03846250424050801,11.75691588693231,-0.26709926875023804,11.991445739707371,-0.0325694159751766,12.023760110312995,-0.00025504536955267554,12.159385589239047,0.13537043355649914,11.979816340213754,-0.04419881546879445,11.9918390580751,-0.03217609760744722,11.983176374494162,-0.04083878118838591,11.925488576733938,-0.09852657894860961,11.842900704004453,-0.18111445167809492,11.855604880447503,-0.16841027523504515,11.949138410201407,-0.07487674548114143,11.869847184283751,-0.15416797139879712,2,high,0,0,60.38252415941032,0.2624483809975864,60.38252415941032,0.2624483809975864,36.2295144956462,0.15746902859855183,36.2295144956462,0.15746902859855183,0.0,0.0,12.076504831882065,0.05248967619951728,36.2295144956462,0.15746902859855183,0.0,0.0,18537.43491693897,18537.43491693897,18537.43491693897,0.0,18537.43491693897,0.0,4951.3669810716465,24.15300966376413,24.15300966376413,0.0,0.0,84752.91091014833,772.8963092404522,0,0,0,0,0,0
104,20,RL,94.0,10402,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1226,1226,GasA,Ex,Y,SBrkr,1226,0,0,1226,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2009.0,RFn,3,740,TA,TA,Y,0,36,0,0,0,0,None,None,None,0,5,2010,WD,Normal,2452,2452,36,36,2.0,1,1,1,0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,3.0,3.0,4.0,3.0,1.0,1.0,1.0,5.0,4.0,7.0,0.0,2.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,6.0,4.0,8.0,2.0,8.0,12.0,17164,8582,14.0,4904.0,3678.0,4904.0,1480.0,2220.0,12.140999595334371,0.11698443965182292,12.050286385025336,0.026271229342787805,12.20430002976972,0.18028487408717275,12.206929100189548,0.18291394450699983,12.256149669394658,0.23213451371210958,11.996567464001808,-0.027447691680739794,12.009571475389606,-0.014443680292941963,12.158068983853829,0.13405382817128064,12.184936371349803,0.1609212156672548,12.107700654994131,0.0836854993115832,12.085118021244153,0.0611028655616046,12.210172586251433,0.18615743056888512,12.217961653809992,0.1939464981274437,12.21991858082771,0.19590342514516124,12.215441647457483,0.19142649177493531,12.245464711877222,0.2214495561946741,2,high,0,0,84.9869971673406,0.8188910775627605,60.704997976671855,0.5849221982591146,36.42299878600311,0.3509533189554688,48.563998381337484,0.4679377586072917,48.563998381337484,0.4679377586072917,24.281999190668742,0.23396887930364585,36.42299878600311,0.3509533189554688,0.0,0.0,14884.865503879939,29769.731007759878,29769.731007759878,14884.865503879939,14884.865503879939,0.0,8984.339700547434,36.42299878600311,24.281999190668742,437.0759854320373,437.0759854320373,126290.67779066812,1141.2539619614308,0,0,0,0,0,0
105,50,RM,60.0,7758,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,TA,Fa,PConc,TA,TA,No,LwQ,224,Unf,0,816,1040,GasA,Ex,Y,FuseF,1226,592,0,1818,0,0,1,1,4,1,TA,7,Typ,2,TA,Detchd,1951.0,Unf,1,240,TA,TA,Y,0,0,0,0,184,0,None,None,None,0,6,2007,WD,Normal,2858,2858,184,184,1.5,76,57,0,1,1,56.0,1,1,1,0,1,0,0,1,0,0,0,0,1,3.0,2.0,3.0,3.0,1.0,2.0,1.0,5.0,3.0,7.0,3.0,1.0,3.0,3.0,2.0,0.0,0.0,4.0,3.0,5.0,3.0,7.0,3.0,7.0,13.0,20006,12726,10.5,5454.0,5454.0,3120.0,240.0,720.0,11.660211834452513,-0.36380332123003534,11.853631921503398,-0.17038323417915002,11.949557795028387,-0.07445736065416142,11.923449827439764,-0.10056532824278364,12.262492601782517,0.23847744609996901,11.851809564504265,-0.17220559117828316,12.009001796414145,-0.015013359268403192,11.782539623403839,-0.24147553227870944,12.019053115308461,-0.0049620403740870955,11.869304871644601,-0.15471028403794662,11.859401511167569,-0.16461364451497928,12.084843896426188,0.06082874074363964,12.038602374954099,0.014587219271550822,12.04388962823075,0.019874472548201183,12.20847647239662,0.1844613167140725,12.008075876547899,-0.015939279134649098,0,low,0,1,81.62148284116759,-2.5466232486102474,46.64084733781005,-1.4552132849201413,34.98063550335754,-1.091409963690106,34.98063550335754,-1.091409963690106,34.98063550335754,-1.091409963690106,11.660211834452513,-0.36380332123003534,34.98063550335754,-1.091409963690106,34.98063550335754,-1.091409963690106,21198.26511503467,33324.88542286528,33324.88542286528,12126.620307830613,14295.41970903878,6902.845405995888,2798.450840268603,11.660211834452513,17.49031775167877,2145.4789775392624,2145.4789775392624,90459.9234116826,699.6127100671507,0,0,0,0,0,0
106,60,FV,75.0,9375,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1053,1053,GasA,Ex,Y,SBrkr,1053,939,0,1992,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2003.0,RFn,2,648,TA,TA,Y,140,45,0,0,0,0,None,None,None,0,8,2008,WD,Normal,3045,3045,45,185,2.5,5,4,0,1,1,5.0,1,1,1,0,1,1,1,0,0,0,0,0,1,4.0,3.0,5.0,3.0,1.0,1.0,1.0,5.0,4.0,7.0,4.0,2.0,3.0,3.0,2.0,0.0,0.0,4.0,3.0,7.0,4.0,9.0,2.0,8.0,16.0,24360,15936,20.0,7968.0,7968.0,5265.0,1296.0,1944.0,12.241681566013776,0.21766641033122802,12.321629681736011,0.2976145260534633,12.193279484769494,0.16926432908694622,12.195652183450493,0.17163702776794487,12.249671371421838,0.2256562157392903,12.1738303804836,0.1498152248010527,12.001692228176193,-0.022322927506355228,12.159385589239047,0.13537043355649914,12.255313755098001,0.23129859941545305,12.238928296458448,0.2149131407759004,12.163577978400358,0.13956282271781006,12.41246235923566,0.38844720355311146,12.434048528043006,0.41003337236045745,12.43195290533673,0.4079377496541827,12.453779636637302,0.42976448095475384,12.434285189982972,0.4102700343004244,3,premium,1,0,97.93345252811021,1.7413312826498242,61.20840783006888,1.08833205165614,48.966726264055104,0.8706656413249121,48.966726264055104,0.8706656413249121,61.20840783006888,1.08833205165614,24.483363132027552,0.43533282066245604,36.72504469804133,0.6529992309936841,48.966726264055104,0.8706656413249121,24385.42967949944,37275.92036851195,37275.92036851195,12890.490689012506,12890.490689012506,11494.938990486935,7932.609654776927,24.483363132027552,30.60420391503444,550.87567047062,2264.7110897125485,114765.76468137915,918.1261174510332,1,1,0,0,1,0
107,30,RM,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,641,641,GasA,Gd,Y,SBrkr,1047,0,0,1047,0,0,1,0,2,1,TA,6,Typ,0,None,Detchd,1954.0,Unf,1,273,Fa,Fa,N,0,0,0,0,0,0,None,None,Shed,450,8,2007,WD,Normal,1688,1688,0,0,1.0,122,12,0,1,1,53.0,1,1,0,0,0,0,0,0,0,1,0,1,1,3.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,3.0,7.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,4.0,3.0,6.0,3.0,6.0,2.0,5.0,8.0,6752,4188,4.0,3141.0,3141.0,1282.0,273.0,546.0,11.752273491754602,-0.27174166392794596,11.560697841188004,-0.46331731449454416,12.193279484769494,0.16926432908694622,12.195652183450493,0.17163702776794487,11.74586032447681,-0.2781548312057378,11.991445739707371,-0.0325694159751766,12.001692228176193,-0.022322927506355228,11.776667855052134,-0.24734730063041432,11.790046913884483,-0.23396824179806508,11.751689738553361,-0.2723254171291867,11.74965698902282,-0.27435816665972723,11.680063347193135,-0.34395180848941287,11.854918595938932,-0.16909655974361648,11.88488682021147,-0.13912833547107795,11.745877931622966,-0.2781372240595825,11.702782389658024,-0.321232766024524,0,low,0,1,47.00909396701841,-1.0869666557117839,82.26591444228221,-1.9021916474956218,35.25682047526381,-0.8152249917838379,35.25682047526381,-0.8152249917838379,23.504546983509204,-0.5434833278558919,11.752273491754602,-0.27174166392794596,23.504546983509204,-0.5434833278558919,0.0,-0.0,12304.630345867068,19837.83765408177,19837.83765408177,7533.2073082147,12304.630345867068,0.0,3208.370663249006,11.752273491754602,11.752273491754602,0.0,0.0,126924.55371094971,705.1364095052761,0,0,0,1,0,0
108,20,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,104,BLQ,169,516,789,GasA,Ex,Y,SBrkr,789,0,0,789,0,0,1,0,2,1,TA,5,Typ,0,None,Detchd,1948.0,Unf,1,250,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2008,WD,Partial,1578,1578,0,0,1.0,60,58,0,1,1,60.0,1,1,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,3.0,3.0,1.0,5.0,4.0,5.0,3.0,7.0,0.0,1.0,3.0,3.0,2.0,0.0,0.0,4.0,3.0,6.0,3.0,7.0,9.0,7.0,10.0,7890,3945,5.0,2367.0,2367.0,2367.0,250.0,750.0,11.76088487682823,-0.2631302788543177,12.042751632388306,0.018736476705758065,12.20009435911687,0.17607920343432149,12.204960124859555,0.1809449691770073,11.876119393345137,-0.14789576233741109,11.98772785156535,-0.036287304117198715,12.391855495791553,0.3678403401090051,11.78339226382424,-0.2406228918583082,11.763670045039953,-0.2603451106425947,11.916016252242956,-0.10799890343959184,11.763677198235959,-0.2603379574465894,11.825951657361593,-0.1980634983209555,11.87149298625569,-0.1525221694268577,11.863466649610999,-0.16054850607154947,11.820294940354314,-0.20372021532823403,11.769626693714097,-0.25438846196845155,0,low,0,1,58.80442438414115,-1.3156513942715886,58.80442438414115,-1.3156513942715886,35.28265463048469,-0.7893908365629532,35.28265463048469,-0.7893908365629532,35.28265463048469,-0.7893908365629532,11.76088487682823,-0.2631302788543177,35.28265463048469,-0.7893908365629532,0.0,-0.0,9279.338167817474,18558.676335634947,18558.676335634947,9279.338167817474,9279.338167817474,0.0,2940.2212192070574,11.76088487682823,11.76088487682823,0.0,0.0,70565.30926096938,588.0442438414116,0,0,0,1,0,0
109,50,RM,85.0,8500,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1919,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,793,793,GasW,TA,N,FuseF,997,520,0,1517,0,0,2,0,3,1,Fa,7,Typ,0,None,None,0.0,None,0,0,None,None,N,0,0,144,0,0,0,None,None,None,0,8,2007,WD,Normal,2310,2310,144,144,2.0,88,2,0,1,0,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,6.0,2.0,7.0,2.0,0.0,2.0,11550,7585,10.0,3034.0,4551.0,2379.0,0.0,0.0,11.69179671796267,-0.33221843771987736,11.85055431218283,-0.17346084349971846,12.180198942511309,0.15618378682876077,12.177453429372775,0.15343827369022733,11.881445082072633,-0.14257007360991558,11.845662394977085,-0.17835276070546335,12.011063382778318,-0.012951772904230552,11.638447197353406,-0.38556795832914226,11.869447463868687,-0.15456769181386143,11.88067215152049,-0.14334300416205892,11.864425075643952,-0.15959008003859587,11.817348859092409,-0.20666629659013935,11.933584032504383,-0.09043112317816515,11.929949174050892,-0.09406598163165647,11.808981374454067,-0.21503378122848105,11.793135189304357,-0.23087996637819153,0,low,0,1,58.45898358981336,-1.6610921885993868,81.84257702573869,-2.3255290640391415,35.07539015388801,-0.9966553131596321,23.38359343592534,-0.6644368754397547,35.07539015388801,-0.9966553131596321,0.0,-0.0,0.0,-0.0,0.0,-0.0,17736.455621149373,27008.05041849377,27008.05041849377,9271.594797344398,11656.721327808782,6079.734293340589,0.0,0.0,23.38359343592534,1683.6187273866246,1683.6187273866246,99380.2721026827,993.802721026827,0,0,0,1,0,0
