analysis_group,column_name,P01,P01_P05_gap,P05,P25,P50,P75,P95,P95_P99_gap,P99,absence_like_zero,alternative_encoding,basic_type,binary_encoding_candidate,cardinality_categorical_family,cardinality_is_absence_related,cardinality_is_nominal,cardinality_is_ordinal,cardinality_level,cardinality_unique_count,cardinality_unique_ratio,categorical_family,category_match_ratio,center_stability,common_category_count,consistency_status,distribution_review,distribution_shape,distribution_zero_percentage,dominance_action,dominance_categorical_family,dominance_is_absence_related,dominance_is_nominal,dominance_is_ordinal,dominance_level,dominance_unique_count,drop_review_action,drop_review_cardinality_level,drop_review_categorical_family,drop_review_consistency_status,drop_review_dominance_level,drop_review_encoding_risk,drop_review_is_absence_related,drop_review_is_nominal,drop_review_is_ordinal,drop_review_missing_percentage,drop_review_missing_type,drop_review_rare_level,drop_review_rare_row_percentage,drop_review_test_only_category_count,drop_review_top_percentage,drop_review_unique_count,drop_review_unique_ratio,dtype,encoder_safety,encoding_hint,encoding_reason,encoding_risk,encoding_safety_action,feature_group,feature_type,final_action,final_cardinality_level,final_categorical_action,final_categorical_family,final_consistency_status,final_corrected_type,final_dominance_level,final_drop_review_action,final_encoding_method,final_encoding_risk,final_is_absence_related,final_is_nominal,final_is_ordinal,final_missing_handling,final_missing_percentage,final_missing_type,final_nominal_action,final_rare_level,final_review_reason,final_test_only_category_count,final_top_percentage,final_zero_percentage,frequency_encoding_candidate,gap_to_iqr_percentage,has_negative_or_sentinel_flag,has_rare_grouping_risk,has_unseen_test_category,imputation_candidate,imputation_hint,iqr,iqr_to_range_ratio,is_absence_related,is_constant,is_high_missing,is_id_like,is_missing_feature,is_near_constant,is_nominal,is_numeric_categorical,is_object_categorical,is_ordinal,is_zero_heavy_feature,kurtosis,lower_iqr_bound,lower_tail_gap,lower_tail_gap_percentage,lower_tail_label,mad,manual_note,mapped_category_count,mapping_available,mapping_status,max,mean,mean_median_gap,mean_median_gap_percentage,median,min,missing_count,missing_handling,missing_is_absence_related,missing_missing_count,missing_missing_percentage,missing_pandas_dtype,missing_percentage,missing_review,missing_status,missing_type,mode,mode_percentage,modeling_treatment,needs_center_review,needs_distribution_review,needs_percentile_review,needs_special_value_review,negative_count,negative_percentage,nominal_cardinality_level,nominal_consistency_status,nominal_dominance_action,nominal_dominance_level,nominal_encoding_hint,nominal_encoding_risk,nominal_encoding_safety_action,nominal_is_absence_related,nominal_missing_count,nominal_missing_percentage,nominal_pandas_dtype,nominal_rare_action,nominal_rare_category_count,nominal_rare_row_percentage,nominal_top_category,nominal_top_percentage,nominal_unique_count,nominal_unique_ratio,non_zero_count,non_zero_max,non_zero_mean,non_zero_median,non_zero_min,non_zero_percentage,ohe_column_estimate,one_hot_safe,ordinal_is_absence_related,ordinal_mapping_status,ordinal_missing_count,ordinal_missing_percentage,ordinal_unique_count,pandas_dtype,percentile_review,possible_availability_review,q1,q3,range,rare_action,rare_categorical_family,rare_categories,rare_category_count,rare_decision,rare_grouping_needed,rare_is_absence_related,rare_is_nominal,rare_is_ordinal,rare_level,rare_row_count,rare_row_percentage,rare_threshold_percentage,rare_unique_count,recommended_encoding,recommended_encoding_from_cardinality,review_reason,risk_score,robust_mad,sample_values,second_category,second_count,second_percentage,sentinel_count,sentinel_values_found,skewness,special_missing_count,special_missing_percentage,special_value_action,special_zero_count,special_zero_percentage,special_zero_status,spread_level,std,tail_behavior,target_encoding_candidate_later,target_gap_percentage,target_median_when_missing,target_median_when_not_missing,test_only_categories,test_only_category_count,test_only_row_count,test_only_row_percentage,test_skewness,test_unique_count,test_zero_percentage,top_category,top_count,top_percentage,train_only_categories,train_only_category_count,train_test_categorical_family,train_test_distribution,train_test_is_absence_related,train_test_is_nominal,train_test_is_ordinal,train_unique_count,transform_zero_percentage,transformation_candidate,unique_count,unique_ratio,unique_values,unknown_handling,unmapped_categories,unmapped_category_count,upper_iqr_bound,upper_tail_gap,upper_tail_gap_percentage,upper_tail_label,variance,zero_behavior,zero_count,zero_percentage
numeric,GrLivArea,692.18,155.82,848.0,1129.5,1464.0,1776.75,2466.1,657.38,3123.48,0.0,,,,,,,,,,,,,stable,,,review needed,highly right-skewed,0.0,,,,,,,,,,,,,,,,,,,,,,,,,int64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,7.95,0.0,,,mean or median,No imputation needed,647.25,0.1219,,,,,0.0,,,,,,0.0,4.895,158.62,358.18,6.75,normal lower tail,326.0,,,,,5642.0,1515.46,51.46,3.52,1464.0,334.0,0.0,,,,,,0.0,,no missing,,864.0,1.51,,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1460.0,5642.0,1515.46,1464.0,334.0,100.0,,,,,,,,,review needed,,1129.5,1776.75,5308.0,,,,,,,,,,,,,,,,,,,483.33,,,,,0.0,,1.367,0.0,0.0,keep,0.0,0.0,no zero,moderate spread,525.48,extreme heavy tail,,,,,,,,,1.13,,0.0,,,,,,,similar,,,,,0.0,log1p,861.0,,,,,,2747.62,2518.52,47.45,extreme upper tail,276129.63,not zero-heavy,0.0,0.0
numeric,BsmtFullBath,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,shifted,,,review needed,moderately right-skewed,58.63,,,,,,,,,,,,,,,,,,,,,,,,,int64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.63,,42.53,0.0,,,median / transformation check,No imputation needed,1.0,0.3333,,,,,0.0,,,,,,1.0,-0.839,-1.5,0.0,0.0,normal lower tail,0.0,,,,,3.0,0.43,0.43,,0.0,0.0,0.0,,,,,,0.0,,no missing,,0.0,58.63,,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,604.0,3.0,1.03,1.0,1.0,41.37,,,,,,,,,review needed,,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.596,0.0,0.0,create binary indicator + keep raw/log1p,856.0,58.63,zero-heavy,wide spread,0.52,near-normal tail,,,,,,,,,0.65,,58.27,,,,,,,similar,,,,,58.63,log1p + binary indicator,4.0,,,,,,2.5,1.0,33.33,extreme upper tail,0.27,moderately zero-heavy,856.0,58.63
numeric,BsmtHalfBath,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,zero-dominated,,,review needed,highly right-skewed,94.38,,,,,,,,,,,,,,,,,,,,,,,,,int64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.38,,,0.0,,,zero/indicator check,No imputation needed,0.0,0.0,,,,,0.0,,,,,,1.0,16.397,0.0,0.0,0.0,normal lower tail,0.0,,,,,2.0,0.06,0.06,,0.0,0.0,0.0,,,,,,0.0,,no missing,,0.0,94.38,,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,82.0,2.0,1.02,1.0,1.0,5.62,,,,,,,,,review needed,,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,4.103,0.0,0.0,create binary indicator + keep raw/log1p,1378.0,94.38,zero-dominated,very low spread,0.24,extreme heavy tail,,,,,,,,,3.78,,93.62,,,,,,,similar,,,,,94.38,log1p + binary indicator,3.0,,,,,,0.0,1.0,50.0,extreme upper tail,0.06,highly zero-heavy,1378.0,94.38
numeric,FullBath,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,,,,,,,,,,,,,shifted,,,normal,approximately symmetric,0.62,,,,,,,,,,,,,,,,,,,,,,,,,int64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,43.49,0.0,,,median / transformation check,No imputation needed,1.0,0.3333,,,,,0.0,,,,,,0.0,-0.857,-0.5,1.0,33.33,extreme lower tail,0.0,,,,,3.0,1.57,-0.43,-21.75,2.0,0.0,0.0,,,,,,0.0,,no missing,,2.0,52.6,,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1451.0,3.0,1.57,2.0,1.0,99.38,,,,,,,,,review needed,,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.037,0.0,0.0,keep,9.0,0.62,low zero,wide spread,0.55,near-normal tail,,,,,,,,,0.296,,0.21,,,,,,,similar,,,,,0.62,no transform,4.0,,,,,,3.5,0.0,0.0,normal upper tail,0.3,not zero-heavy,9.0,0.62
numeric,HalfBath,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,shifted,,,review needed,moderately right-skewed,62.53,,,,,,,,,,,,,,,,,,,,,,,,,int64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.53,,38.29,0.0,,,median / transformation check,No imputation needed,1.0,0.5,,,,,0.0,,,,,,1.0,-1.077,-1.5,0.0,0.0,normal lower tail,0.0,,,,,2.0,0.38,0.38,,0.0,0.0,0.0,,,,,,0.0,,no missing,,0.0,62.53,,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,547.0,2.0,1.02,1.0,1.0,37.47,,,,,,,,,review needed,,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.676,0.0,0.0,check zero/non-zero split,913.0,62.53,zero-heavy,wide spread,0.5,light tail,,,,,,,,,0.715,,63.13,,,,,,,similar,,,,,62.53,log1p + binary indicator,3.0,,,,,,2.5,1.0,50.0,extreme upper tail,0.25,moderately zero-heavy,913.0,62.53
numeric,BedroomAbvGr,1.0,1.0,2.0,2.0,3.0,3.0,4.0,1.0,5.0,0.0,,,,,,,,,,,,,stable,,,optional review,approximately symmetric,0.41,,,,,,,,,,,,,,,,,,,,,,,,,int64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,13.36,0.0,,,mean or median,No imputation needed,1.0,0.125,,,,,0.0,,,,,,0.0,2.231,0.5,1.0,12.5,moderate lower tail,0.0,,,,,8.0,2.87,-0.13,-4.45,3.0,0.0,0.0,,,,,,0.0,,no missing,,3.0,55.07,,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1454.0,8.0,2.88,3.0,1.0,99.59,,,,,,,,,review needed,,2.0,3.0,8.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.212,0.0,0.0,keep,6.0,0.41,low zero,moderate spread,0.82,heavy tail,,,,,,,,,0.437,,0.14,,,,,,,similar,,,,,0.41,review,8.0,,,,,,4.5,3.0,37.5,extreme upper tail,0.67,not zero-heavy,6.0,0.41
numeric,KitchenAbvGr,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,,,,,,,,,,,,,mode-dominated,,,review needed,highly right-skewed,0.07,,,,,,,,,,,,,,,,,,,,,,,,,int64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,0.0,,,median / transformation check,No imputation needed,0.0,0.0,,,,,0.0,,,,,,0.0,21.532,1.0,1.0,33.33,extreme lower tail,0.0,,,,,3.0,1.05,0.05,4.66,1.0,0.0,0.0,,,,,,0.0,,no missing,,1.0,95.34,,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1459.0,3.0,1.05,1.0,1.0,99.93,,,,,,,,,review needed,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,4.488,0.0,0.0,keep,1.0,0.07,low zero,very low spread,0.22,extreme heavy tail,,,,,,,,,4.079,,0.14,,,,,,,similar,,,,,0.07,log1p,4.0,,,,,,1.0,1.0,33.33,extreme upper tail,0.05,not zero-heavy,1.0,0.07
numeric,TotRmsAbvGrd,3.0,1.0,4.0,5.0,6.0,7.0,10.0,1.0,11.0,0.0,,,,,,,,,,,,,slightly shifted,,,optional review,moderately right-skewed,0.0,,,,,,,,,,,,,,,,,,,,,,,,,int64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,25.89,0.0,,,median preferred,No imputation needed,2.0,0.1667,,,,,0.0,,,,,,0.0,0.881,2.0,1.0,8.33,normal lower tail,1.0,,,,,14.0,6.52,0.52,8.63,6.0,2.0,0.0,,,,,,0.0,,no missing,,6.0,27.53,,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1460.0,14.0,6.52,6.0,2.0,100.0,,,,,,,,,review needed,,5.0,7.0,12.0,,,,,,,,,,,,,,,,,,,1.48,,,,,0.0,,0.676,0.0,0.0,keep,0.0,0.0,no zero,moderate spread,1.63,near-normal tail,,,,,,,,,0.843,,0.0,,,,,,,similar,,,,,0.0,sqrt or log1p,12.0,,,,,,10.0,3.0,25.0,extreme upper tail,2.64,not zero-heavy,0.0,0.0
numeric,Fireplaces,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,,,,,,,,,,,,,shifted,,,optional review,moderately right-skewed,47.26,,,,,,,,,,,,,,,,,,,,,,,,,int64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.26,,38.7,0.0,,,median / transformation check,No imputation needed,1.0,0.3333,,,,,0.0,,,,,,0.0,-0.217,-1.5,0.0,0.0,normal lower tail,1.0,,,,,3.0,0.61,-0.39,-38.7,1.0,0.0,0.0,,,,,,0.0,,no missing,,0.0,47.26,,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,770.0,3.0,1.16,1.0,1.0,52.74,,,,,,,,,review needed,,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,1.48,,,,,0.0,,0.65,0.0,0.0,keep,690.0,47.26,moderate zero,wide spread,0.64,near-normal tail,,,,,,,,,0.82,,50.03,,,,,,,similar,,,,,47.26,sqrt or log1p,4.0,,,,,,2.5,1.0,33.33,extreme upper tail,0.42,not zero-heavy,690.0,47.26
numeric,GarageCars,0.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,3.0,0.0,,,,,,,,,,,,,slightly shifted,,,normal,approximately symmetric,5.55,,,,,,,,,,,,,,,,,,,,,,,,,int64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55,,23.29,0.0,,,median preferred,No imputation needed,1.0,0.25,,,,,0.0,,,,,,0.0,0.221,-0.5,0.0,0.0,normal lower tail,0.0,,,,,4.0,1.77,-0.23,-11.64,2.0,0.0,0.0,,,,,,0.0,,no missing,,2.0,56.44,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1379.0,4.0,1.87,2.0,1.0,94.45,,,,,,,,,review needed,,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,-0.343,0.0,0.0,keep,81.0,5.55,low zero,wide spread,0.75,near-normal tail,,,,,,,,,-0.107,,5.21,,,,,,,similar,,,,,5.55,no transform,5.0,,,,,,3.5,1.0,25.0,extreme upper tail,0.56,not zero-heavy,81.0,5.55
numeric,GarageArea,0.0,0.0,0.0,334.5,480.0,576.0,850.1,152.69,1002.79,0.0,,,,,,,,,,,,,stable,,,normal,approximately symmetric,5.55,,,,,,,,,,,,,,,,,,,,,,,,,int64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55,,2.91,0.0,,,mean or median,No imputation needed,241.5,0.1703,,,,,0.0,,,,,,0.0,0.917,-27.75,0.0,0.0,normal lower tail,120.0,,,,,1418.0,472.98,-7.02,-1.46,480.0,0.0,0.0,,,,,,0.0,,no missing,,0.0,5.55,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1379.0,1418.0,500.76,484.0,160.0,94.45,,,,,,,,,review needed,,334.5,576.0,1418.0,,,,,,,,,,,,,,,,,,,177.91,,,,,0.0,,0.18,0.0,0.0,keep,81.0,5.55,low zero,moderate spread,213.8,near-normal tail,,,,,,,,,0.3,,5.21,,,,,,,similar,,,,,5.55,no transform,441.0,,,,,,938.25,415.21,29.28,extreme upper tail,45712.51,not zero-heavy,81.0,5.55
numeric,WoodDeckSF,0.0,0.0,0.0,0.0,0.0,168.0,335.0,170.46,505.46,1.0,,,,,,,,,,,,,shifted,,,review needed,highly right-skewed,52.12,,,,,,,,,,,,,,,,,,,,,,,,,int64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.12,,56.1,0.0,,,median / transformation check,No imputation needed,168.0,0.196,,,,,0.0,,,,,,1.0,2.993,-252.0,0.0,0.0,normal lower tail,0.0,,,,,857.0,94.24,94.24,,0.0,0.0,0.0,,,,,,0.0,,no missing,,0.0,52.12,,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,699.0,857.0,196.85,171.0,12.0,47.88,,,,,,,,,review needed,,0.0,168.0,857.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,1.541,0.0,0.0,create binary indicator + keep raw/log1p,761.0,52.12,zero-heavy,moderate spread,125.34,heavy tail,,,,,,,,,2.131,,52.23,,,,,,,possible mismatch,,,,,52.12,log1p + binary indicator,274.0,,,,,,420.0,351.54,41.02,extreme upper tail,15709.81,moderately zero-heavy,761.0,52.12
numeric,OpenPorchSF,0.0,0.0,0.0,0.0,25.0,68.0,175.05,110.77,285.82,0.0,,,,,,,,,,,,,shifted,,,review needed,highly right-skewed,44.93,,,,,,,,,,,,,,,,,,,,,,,,,int64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.93,,31.85,0.0,,,median / transformation check,No imputation needed,68.0,0.1243,,,,,0.0,,,,,,0.0,8.49,-102.0,0.0,0.0,normal lower tail,25.0,,,,,547.0,46.66,21.66,86.64,25.0,0.0,0.0,,,,,,0.0,,no missing,,0.0,44.93,,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,804.0,547.0,84.73,63.0,4.0,55.07,,,,,,,,,review needed,,0.0,68.0,547.0,,,,,,,,,,,,,,,,,,,37.06,,,,,0.0,,2.364,0.0,0.0,keep,656.0,44.93,moderate zero,moderate spread,66.26,extreme heavy tail,,,,,,,,,2.688,,44.0,,,,,,,similar,,,,,44.93,log1p,202.0,,,,,,170.0,261.18,47.75,extreme upper tail,4389.86,not zero-heavy,656.0,44.93
numeric,EnclosedPorch,0.0,0.0,0.0,0.0,0.0,0.0,180.15,80.9,261.05,1.0,,,,,,,,,,,,,zero-dominated,,,review needed,highly right-skewed,85.75,,,,,,,,,,,,,,,,,,,,,,,,,int64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.75,,,0.0,,,zero/indicator check,No imputation needed,0.0,0.0,,,,,0.0,,,,,,1.0,10.431,0.0,0.0,0.0,normal lower tail,0.0,,,,,552.0,21.95,21.95,,0.0,0.0,0.0,,,,,,0.0,,no missing,,0.0,85.75,,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,208.0,552.0,154.1,144.5,19.0,14.25,,,,,,,,,review needed,,0.0,0.0,552.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,3.09,0.0,0.0,create binary indicator + keep raw/log1p,1252.0,85.75,zero-dominated,very low spread,61.12,extreme heavy tail,,,,,,,,,4.669,,82.8,,,,,,,possible mismatch,,,,,85.75,log1p + binary indicator,120.0,,,,,,0.0,290.95,52.71,extreme upper tail,3735.55,highly zero-heavy,1252.0,85.75
numeric,3SsnPorch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,168.0,1.0,,,,,,,,,,,,,zero-dominated,,,review needed,highly right-skewed,98.36,,,,,,,,,,,,,,,,,,,,,,,,,int64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.36,,,0.0,,,zero/indicator check,No imputation needed,0.0,0.0,,,,,0.0,,,,,,1.0,123.662,0.0,0.0,0.0,normal lower tail,0.0,,,,,508.0,3.41,3.41,,0.0,0.0,0.0,,,,,,0.0,,no missing,,0.0,98.36,,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,24.0,508.0,207.42,180.0,23.0,1.64,,,,,,,,,review needed,,0.0,0.0,508.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,10.304,0.0,0.0,create binary indicator + keep raw/log1p,1436.0,98.36,zero-dominated,very low spread,29.32,extreme heavy tail,,,,,,,,,12.524,,99.11,,,,,,,possible mismatch,,,,,98.36,log1p + binary indicator,20.0,,,,,,0.0,340.0,66.93,extreme upper tail,859.51,highly zero-heavy,1436.0,98.36
numeric,ScreenPorch,0.0,0.0,0.0,0.0,0.0,0.0,160.0,108.05,268.05,1.0,,,,,,,,,,,,,zero-dominated,,,review needed,highly right-skewed,92.05,,,,,,,,,,,,,,,,,,,,,,,,,int64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.05,,,0.0,,,zero/indicator check,No imputation needed,0.0,0.0,,,,,0.0,,,,,,1.0,18.439,0.0,0.0,0.0,normal lower tail,0.0,,,,,480.0,15.06,15.06,,0.0,0.0,0.0,,,,,,0.0,,no missing,,0.0,92.05,,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,116.0,480.0,189.56,180.0,40.0,7.95,,,,,,,,,review needed,,0.0,0.0,480.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,4.122,0.0,0.0,create binary indicator + keep raw/log1p,1344.0,92.05,zero-dominated,very low spread,55.76,extreme heavy tail,,,,,,,,,3.788,,90.4,,,,,,,similar,,,,,92.05,log1p + binary indicator,76.0,,,,,,0.0,211.95,44.16,extreme upper tail,3108.89,highly zero-heavy,1344.0,92.05
numeric,PoolArea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,zero-dominated,,,review needed,highly right-skewed,99.52,,,,,,,,,,,,,,,,,,,,,,,,,int64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.52,,,0.0,,,zero/indicator check,No imputation needed,0.0,0.0,,,,,0.0,,,,,,1.0,223.268,0.0,0.0,0.0,normal lower tail,0.0,,,,,738.0,2.76,2.76,,0.0,0.0,0.0,,,,,,0.0,,no missing,,0.0,99.52,,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,7.0,738.0,575.43,555.0,480.0,0.48,,,,,,,,,review needed,,0.0,0.0,738.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,14.828,0.0,0.0,create binary indicator + keep raw/log1p,1453.0,99.52,zero-dominated,very low spread,40.18,extreme heavy tail,,,,,,,,,20.197,,99.59,,,,,,,possible mismatch,,,,,99.52,log1p + binary indicator,8.0,,,,,,0.0,738.0,100.0,extreme upper tail,1614.22,highly zero-heavy,1453.0,99.52
numeric,MiscVal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,700.0,1.0,,,,,,,,,,,,,zero-dominated,,,review needed,highly right-skewed,96.44,,,,,,,,,,,,,,,,,,,,,,,,,int64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.44,,,0.0,,,zero/indicator check,No imputation needed,0.0,0.0,,,,,0.0,,,,,,1.0,701.003,0.0,0.0,0.0,normal lower tail,0.0,,,,,15500.0,43.49,43.49,,0.0,0.0,0.0,,,,,,0.0,,no missing,,0.0,96.44,,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,52.0,15500.0,1221.04,500.0,54.0,3.56,,,,,,,,,review needed,,0.0,0.0,15500.0,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,24.477,0.0,0.0,create binary indicator + keep raw/log1p,1408.0,96.44,zero-dominated,very low spread,496.12,extreme heavy tail,,,,,,,,,20.075,,96.5,,,,,,,possible mismatch,,,,,96.44,log1p + binary indicator,21.0,,,,,,0.0,14800.0,95.48,extreme upper tail,246138.06,highly zero-heavy,1408.0,96.44
time,YearBuilt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_year,year-like,prefer engineered feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raw build year is useful, but HouseAge is more interpretable for modeling.",,,,,,,,,,,,,,,,,,,,,,optional / replace with HouseAge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,YearRemodAdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_year,year-like,prefer engineered feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raw remodel year is useful, but RemodAge and IsRemodeled are more meaningful.",,,,,,,,,,,,,,,,,,,,,,optional / replace with RemodAge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,GarageYrBlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_year,year-like with missing,replace with engineered features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Missing values likely mean no garage, so GarageAge should be paired with garage presence indicator.",,,,,,,,,,,,,,,,,,,,,,use GarageAge + HasGarageYrBlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,YrSold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sale_time,sale year,keep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sale year has weak time signal and is needed for age feature creation.,,,,,,,,,,,,,,,,,,,,,,keep as supporting time feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,MoSold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sale_time,sale month,keep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Month captures seasonal sale timing, but sale count and price trend should be interpreted separately.",,,,,,,,,,,,,,,,,,,,,,categorical-style time feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,SaleQuarter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engineered_time,quarter,keep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q2/Q3 show higher sale activity, so quarter can capture seasonal pattern.",,,,,,,,,,,,,,,,,,,,,,categorical-style time feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,SaleSeason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engineered_time,season,keep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spring/Summer have higher sale activity, while Winter is lower.",,,,,,,,,,,,,,,,,,,,,,categorical-style time feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
