feature,feature_group,dtype,train_missing,test_missing,train_unique,test_unique
MSSubClass_TE_Centered,target_encoding,float64,0,0,136,16
Exterior1st_TE,target_encoding,float64,0,0,106,13
Exterior1st_TE_Centered,target_encoding,float64,0,0,106,13
Exterior2nd_TE,target_encoding,float64,0,0,117,15
Exterior2nd_TE_Centered,target_encoding,float64,0,0,117,15
Foundation_TE,target_encoding,float64,0,0,46,6
Foundation_TE_Centered,target_encoding,float64,0,0,46,6
HouseStyle_TE,target_encoding,float64,0,0,72,7
HouseStyle_TE_Centered,target_encoding,float64,0,0,72,7
SaleCondition_TE,target_encoding,float64,0,0,50,6
SaleCondition_TE_Centered,target_encoding,float64,0,0,50,6
GarageType_TE,target_encoding,float64,0,0,59,7
GarageType_TE_Centered,target_encoding,float64,0,0,59,7
Neighborhood_OverallQual_TE,target_encoding,float64,0,0,603,100
Neighborhood_OverallQual_TE_Centered,target_encoding,float64,0,0,603,100
Neighborhood_MSSubClass_TE,target_encoding,float64,0,0,625,125
Neighborhood_MSSubClass_TE_Centered,target_encoding,float64,0,0,625,125
Neighborhood_HouseStyle_TE,target_encoding,float64,0,0,522,88
Neighborhood_HouseStyle_TE_Centered,target_encoding,float64,0,0,522,88
MSSubClass_OverallQual_TE,target_encoding,float64,0,0,420,70
MSSubClass_OverallQual_TE_Centered,target_encoding,float64,0,0,420,70
Exterior1st_OverallQual_TE,target_encoding,float64,0,0,389,58
Exterior1st_OverallQual_TE_Centered,target_encoding,float64,0,0,389,58
Exterior2nd_OverallQual_TE,target_encoding,float64,0,0,395,64
Exterior2nd_OverallQual_TE_Centered,target_encoding,float64,0,0,395,64
Foundation_OverallQual_TE,target_encoding,float64,0,0,196,32
Foundation_OverallQual_TE_Centered,target_encoding,float64,0,0,196,32
GarageType_OverallQual_TE,target_encoding,float64,0,0,225,39
GarageType_OverallQual_TE_Centered,target_encoding,float64,0,0,225,39
NeighborhoodPriceTier_Ord,location_tier_or_flag,int64,0,0,4,4
IsPremiumNeighborhood,location_tier_or_flag,int64,0,0,2,2
IsLowPriceNeighborhood,location_tier_or_flag,int64,0,0,2,2
OverallQual_x_Neighborhood_TE,target_encoding,float64,0,0,612,113
OverallQual_x_Neighborhood_TE_Centered,target_encoding,float64,0,0,612,113
OverallCond_x_Neighborhood_TE,target_encoding,float64,0,0,540,121
OverallCond_x_Neighborhood_TE_Centered,target_encoding,float64,0,0,540,121
ExterQual_Ord_x_Neighborhood_TE,target_encoding,float64,0,0,356,59
ExterQual_Ord_x_Neighborhood_TE_Centered,target_encoding,float64,0,0,356,59
KitchenQual_Ord_x_Neighborhood_TE,target_encoding,float64,0,0,436,69
KitchenQual_Ord_x_Neighborhood_TE_Centered,target_encoding,float64,0,0,436,69
BsmtQual_Ord_x_Neighborhood_TE,target_encoding,float64,0,0,405,67
BsmtQual_Ord_x_Neighborhood_TE_Centered,target_encoding,float64,0,0,405,67
GarageFinish_Ord_x_Neighborhood_TE,target_encoding,float64,0,0,435,70
GarageFinish_Ord_x_Neighborhood_TE_Centered,target_encoding,float64,0,0,435,70
GarageQual_Ord_x_Neighborhood_TE,target_encoding,float64,0,0,272,47
GarageQual_Ord_x_Neighborhood_TE_Centered,target_encoding,float64,0,0,272,47
FireplaceQu_Ord_x_Neighborhood_TE,target_encoding,float64,0,0,351,79
FireplaceQu_Ord_x_Neighborhood_TE_Centered,target_encoding,float64,0,0,351,79
Neighborhood_TE_x_GrLivArea,location_interaction,float64,0,0,1429,1301
Neighborhood_TE_x_TotalSF,location_interaction,float64,0,0,1431,1310
Neighborhood_TE_x_LivingPlusBasementSF,location_interaction,float64,0,0,1432,1313
Neighborhood_TE_x_TotalBsmtSF,location_interaction,float64,0,0,1374,1182
Neighborhood_TE_x_1stFlrSF,location_interaction,float64,0,0,1428,1252
Neighborhood_TE_x_2ndFlrSF,location_interaction,float64,0,0,620,554
Neighborhood_TE_x_GarageArea,location_interaction,float64,0,0,1301,947
Neighborhood_TE_x_GarageCars,location_interaction,float64,0,0,397,66
Neighborhood_TE_x_TotalBath,location_interaction,float64,0,0,648,137
Neighborhood_TE_x_TotalPorchSF,location_interaction,float64,0,0,966,814
Neighborhood_TE_x_OutdoorSF,location_interaction,float64,0,0,1172,1074
Neighborhood_TE_x_LotArea,location_interaction,float64,0,0,1417,1229
Neighborhood_TE_x_LotFrontage,location_interaction,float64,0,0,1033,527
PremiumNeighborhoodLargeHouse,location_tier_or_flag,int64,0,0,2,2
PremiumNeighborhoodHighQuality,location_tier_or_flag,int64,0,0,2,2
LowPriceNeighborhoodLargeHouse,location_tier_or_flag,int64,0,0,2,2
LowPriceNeighborhoodLowQuality,location_tier_or_flag,int64,0,0,2,2
LargeHighQualityHouse,location_tier_or_flag,int64,0,0,2,2
LargeLowQualityHouse,location_tier_or_flag,int64,0,0,2,2
OverallQual_x_HouseAge,interaction_feature,int64,0,0,291,288
OverallQual_x_RemodAge,interaction_feature,int64,0,0,175,177
Neighborhood_TE_x_HouseAge,location_interaction,float64,0,0,1149,544
Neighborhood_TE_x_RemodAge,location_interaction,float64,0,0,1100,491
QualityAgeIndex,quality_age,float64,0,0,324,330
QualityRemodIndex,quality_age,float64,0,0,219,213
AgePenaltyByQuality,quality_age,float64,0,0,331,334
IsVeryOldHouse,binary_indicator,int64,0,0,2,2
IsOldButRemodeled,binary_indicator,int64,0,0,2,2
OldLowQualityHouse,quality_age,int64,0,0,2,2
NewHighQualityHouse,quality_age,int64,0,0,2,2
GarageScore,garage_refined,int64,0,0,488,508
GarageAreaPerCar,garage_refined,float64,0,0,398,419
GarageQualityAreaScore,garage_refined,float64,0,0,466,488
GarageFinishAreaScore,garage_refined,float64,0,0,597,621
OverallQual_x_GarageScore,interaction_feature,int64,0,0,708,739
Neighborhood_TE_x_GarageScore,location_interaction,float64,0,0,1304,960
HasLargeGarage,binary_indicator,int64,0,0,2,2
LargeHighQualityGarage,raw_or_other_numeric,int64,0,0,2,2
BasementScore,basement_refined,float64,0,0,868,894
BasementQualityAreaScore,basement_refined,float64,0,0,868,894
BasementExposureAreaScore,basement_refined,float64,0,0,908,910
FinishedBasementSF,basement_refined,int64,0,0,635,676
FinishedBasementRatio,basement_refined,float64,0,0,971,978
UnfinishedBasementRatio,basement_refined,float64,0,0,1205,1209
OverallQual_x_BasementQualityAreaScore,interaction_feature,float64,0,0,1045,1050
Neighborhood_TE_x_BasementQualityAreaScore,location_interaction,float64,0,0,1380,1203
BathPerRoom,raw_or_other_numeric,float64,0,0,44,49
BathPerBedroom,raw_or_other_numeric,float64,0,0,33,30
BedroomPerRoom,raw_or_other_numeric,float64,0,0,33,31
RoomSizeAvg,raw_or_other_numeric,float64,0,0,1013,1026
OverallQual_x_RoomSizeAvg,interaction_feature,float64,0,0,1199,1204
LuxuryScore,tail_luxury_risk,float64,0,0,28,28
LuxuryAreaScore,tail_luxury_risk,float64,0,0,1334,1338
LuxuryNeighborhoodScore,tail_luxury_risk,float64,0,0,984,283
LowQualityRiskScore,tail_luxury_risk,int64,0,0,7,6
PremiumLargeLuxuryHouse,tail_luxury_risk,int64,0,0,2,2
LowTierSmallLowQualityHouse,tail_luxury_risk,int64,0,0,2,2
LargeButLowQualityRisk,tail_luxury_risk,int64,0,0,2,2
MSZoning__C (all),onehot_categorical,uint8,0,0,2,2
MSZoning__FV,onehot_categorical,uint8,0,0,2,2
MSZoning__RH,onehot_categorical,uint8,0,0,2,2
MSZoning__RL,onehot_categorical,uint8,0,0,2,2
MSZoning__RM,onehot_categorical,uint8,0,0,2,2
Alley__Grvl,onehot_categorical,uint8,0,0,2,2
Alley__NoFeature,onehot_categorical,uint8,0,0,2,2
Alley__Pave,onehot_categorical,uint8,0,0,2,2
LotShape__IR1,onehot_categorical,uint8,0,0,2,2
LotShape__IR2,onehot_categorical,uint8,0,0,2,2
LotShape__Rare,onehot_categorical,uint8,0,0,2,2
LotShape__Reg,onehot_categorical,uint8,0,0,2,2
LandContour__Bnk,onehot_categorical,uint8,0,0,2,2
LandContour__HLS,onehot_categorical,uint8,0,0,2,2
LandContour__Low,onehot_categorical,uint8,0,0,2,2
LandContour__Lvl,onehot_categorical,uint8,0,0,2,2
LotConfig__Corner,onehot_categorical,uint8,0,0,2,2
LotConfig__CulDSac,onehot_categorical,uint8,0,0,2,2
LotConfig__FR2,onehot_categorical,uint8,0,0,2,2
LotConfig__Inside,onehot_categorical,uint8,0,0,2,2
LotConfig__Rare,onehot_categorical,uint8,0,0,2,2
LandSlope__Gtl,onehot_categorical,uint8,0,0,2,2
LandSlope__Mod,onehot_categorical,uint8,0,0,2,2
LandSlope__Sev,onehot_categorical,uint8,0,0,2,2
Neighborhood__Blmngtn,onehot_categorical,uint8,0,0,2,2
Neighborhood__BrDale,onehot_categorical,uint8,0,0,2,2
Neighborhood__BrkSide,onehot_categorical,uint8,0,0,2,2
Neighborhood__ClearCr,onehot_categorical,uint8,0,0,2,2
Neighborhood__CollgCr,onehot_categorical,uint8,0,0,2,2
Neighborhood__Crawfor,onehot_categorical,uint8,0,0,2,2
Neighborhood__Edwards,onehot_categorical,uint8,0,0,2,2
Neighborhood__Gilbert,onehot_categorical,uint8,0,0,2,2
Neighborhood__IDOTRR,onehot_categorical,uint8,0,0,2,2
Neighborhood__MeadowV,onehot_categorical,uint8,0,0,2,2
Neighborhood__Mitchel,onehot_categorical,uint8,0,0,2,2
Neighborhood__NAmes,onehot_categorical,uint8,0,0,2,2
Neighborhood__NWAmes,onehot_categorical,uint8,0,0,2,2
Neighborhood__NoRidge,onehot_categorical,uint8,0,0,2,2
Neighborhood__NridgHt,onehot_categorical,uint8,0,0,2,2
Neighborhood__OldTown,onehot_categorical,uint8,0,0,2,2
Neighborhood__Rare,onehot_categorical,uint8,0,0,2,2
Neighborhood__SWISU,onehot_categorical,uint8,0,0,2,2
Neighborhood__Sawyer,onehot_categorical,uint8,0,0,2,2
Neighborhood__SawyerW,onehot_categorical,uint8,0,0,2,2
Neighborhood__Somerst,onehot_categorical,uint8,0,0,2,2
Neighborhood__StoneBr,onehot_categorical,uint8,0,0,2,2
Neighborhood__Timber,onehot_categorical,uint8,0,0,2,2
Neighborhood__Veenker,onehot_categorical,uint8,0,0,2,2
Condition1__Artery,onehot_categorical,uint8,0,0,2,2
Condition1__Feedr,onehot_categorical,uint8,0,0,2,2
Condition1__Norm,onehot_categorical,uint8,0,0,2,2
Condition1__PosN,onehot_categorical,uint8,0,0,2,2
Condition1__RRAe,onehot_categorical,uint8,0,0,2,2
Condition1__RRAn,onehot_categorical,uint8,0,0,2,2
Condition1__Rare,onehot_categorical,uint8,0,0,2,2
Condition2__Norm,onehot_categorical,uint8,0,0,2,2
Condition2__Rare,onehot_categorical,uint8,0,0,2,2
BldgType__1Fam,onehot_categorical,uint8,0,0,2,2
BldgType__2fmCon,onehot_categorical,uint8,0,0,2,2
BldgType__Duplex,onehot_categorical,uint8,0,0,2,2
BldgType__Twnhs,onehot_categorical,uint8,0,0,2,2
BldgType__TwnhsE,onehot_categorical,uint8,0,0,2,2
HouseStyle__1.5Fin,onehot_categorical,uint8,0,0,2,2
HouseStyle__1.5Unf,onehot_categorical,uint8,0,0,2,2
HouseStyle__1Story,onehot_categorical,uint8,0,0,2,2
HouseStyle__2.5Unf,onehot_categorical,uint8,0,0,2,2
HouseStyle__2Story,onehot_categorical,uint8,0,0,2,2
HouseStyle__Rare,onehot_categorical,uint8,0,0,2,1
HouseStyle__SFoyer,onehot_categorical,uint8,0,0,2,2
HouseStyle__SLvl,onehot_categorical,uint8,0,0,2,2
RoofStyle__Flat,onehot_categorical,uint8,0,0,2,2
RoofStyle__Gable,onehot_categorical,uint8,0,0,2,2
RoofStyle__Gambrel,onehot_categorical,uint8,0,0,2,2
RoofStyle__Hip,onehot_categorical,uint8,0,0,2,2
RoofStyle__Rare,onehot_categorical,uint8,0,0,2,2
RoofMatl__CompShg,onehot_categorical,uint8,0,0,2,2
RoofMatl__Rare,onehot_categorical,uint8,0,0,2,2
Exterior1st__AsbShng,onehot_categorical,uint8,0,0,2,2
Exterior1st__BrkFace,onehot_categorical,uint8,0,0,2,2
Exterior1st__CemntBd,onehot_categorical,uint8,0,0,2,2
Exterior1st__HdBoard,onehot_categorical,uint8,0,0,2,2
Exterior1st__MetalSd,onehot_categorical,uint8,0,0,2,2
Exterior1st__Plywood,onehot_categorical,uint8,0,0,2,2
Exterior1st__Rare,onehot_categorical,uint8,0,0,2,2
Exterior1st__Stucco,onehot_categorical,uint8,0,0,2,2
Exterior1st__VinylSd,onehot_categorical,uint8,0,0,2,2
Exterior1st__Wd Sdng,onehot_categorical,uint8,0,0,2,2
Exterior1st__WdShing,onehot_categorical,uint8,0,0,2,2
Exterior2nd__AsbShng,onehot_categorical,uint8,0,0,2,2
Exterior2nd__BrkFace,onehot_categorical,uint8,0,0,2,2
Exterior2nd__CmentBd,onehot_categorical,uint8,0,0,2,2
Exterior2nd__HdBoard,onehot_categorical,uint8,0,0,2,2
Exterior2nd__ImStucc,onehot_categorical,uint8,0,0,2,2
Exterior2nd__MetalSd,onehot_categorical,uint8,0,0,2,2
Exterior2nd__Plywood,onehot_categorical,uint8,0,0,2,2
Exterior2nd__Rare,onehot_categorical,uint8,0,0,2,2
Exterior2nd__Stucco,onehot_categorical,uint8,0,0,2,2
Exterior2nd__VinylSd,onehot_categorical,uint8,0,0,2,2
Exterior2nd__Wd Sdng,onehot_categorical,uint8,0,0,2,2
Exterior2nd__Wd Shng,onehot_categorical,uint8,0,0,2,2
MasVnrType__BrkCmn,onehot_categorical,uint8,0,0,2,2
MasVnrType__BrkFace,onehot_categorical,uint8,0,0,2,2
MasVnrType__NoFeature,onehot_categorical,uint8,0,0,2,2
MasVnrType__Stone,onehot_categorical,uint8,0,0,2,2
ExterQual__Ex,onehot_categorical,uint8,0,0,2,2
ExterQual__Fa,onehot_categorical,uint8,0,0,2,2
ExterQual__Gd,onehot_categorical,uint8,0,0,2,2
ExterQual__TA,onehot_categorical,uint8,0,0,2,2
ExterCond__Fa,onehot_categorical,uint8,0,0,2,2
ExterCond__Gd,onehot_categorical,uint8,0,0,2,2
ExterCond__Rare,onehot_categorical,uint8,0,0,2,2
ExterCond__TA,onehot_categorical,uint8,0,0,2,2
Foundation__BrkTil,onehot_categorical,uint8,0,0,2,2
Foundation__CBlock,onehot_categorical,uint8,0,0,2,2
Foundation__PConc,onehot_categorical,uint8,0,0,2,2
Foundation__Rare,onehot_categorical,uint8,0,0,2,2
Foundation__Slab,onehot_categorical,uint8,0,0,2,2
BsmtQual__Ex,onehot_categorical,uint8,0,0,2,2
BsmtQual__Fa,onehot_categorical,uint8,0,0,2,2
BsmtQual__Gd,onehot_categorical,uint8,0,0,2,2
BsmtQual__NoFeature,onehot_categorical,uint8,0,0,2,2
BsmtQual__TA,onehot_categorical,uint8,0,0,2,2
BsmtCond__Fa,onehot_categorical,uint8,0,0,2,2
BsmtCond__Gd,onehot_categorical,uint8,0,0,2,2
BsmtCond__NoFeature,onehot_categorical,uint8,0,0,2,2
BsmtCond__Rare,onehot_categorical,uint8,0,0,2,2
BsmtCond__TA,onehot_categorical,uint8,0,0,2,2
BsmtExposure__Av,onehot_categorical,uint8,0,0,2,2
BsmtExposure__Gd,onehot_categorical,uint8,0,0,2,2
BsmtExposure__Mn,onehot_categorical,uint8,0,0,2,2
BsmtExposure__No,onehot_categorical,uint8,0,0,2,2
BsmtExposure__NoFeature,onehot_categorical,uint8,0,0,2,2
BsmtFinType1__ALQ,onehot_categorical,uint8,0,0,2,2
BsmtFinType1__BLQ,onehot_categorical,uint8,0,0,2,2
BsmtFinType1__GLQ,onehot_categorical,uint8,0,0,2,2
BsmtFinType1__LwQ,onehot_categorical,uint8,0,0,2,2
BsmtFinType1__NoFeature,onehot_categorical,uint8,0,0,2,2
BsmtFinType1__Rec,onehot_categorical,uint8,0,0,2,2
BsmtFinType1__Unf,onehot_categorical,uint8,0,0,2,2
BsmtFinType2__ALQ,onehot_categorical,uint8,0,0,2,2
BsmtFinType2__BLQ,onehot_categorical,uint8,0,0,2,2
BsmtFinType2__GLQ,onehot_categorical,uint8,0,0,2,2
BsmtFinType2__LwQ,onehot_categorical,uint8,0,0,2,2
BsmtFinType2__NoFeature,onehot_categorical,uint8,0,0,2,2
BsmtFinType2__Rec,onehot_categorical,uint8,0,0,2,2
BsmtFinType2__Unf,onehot_categorical,uint8,0,0,2,2
Heating__GasA,onehot_categorical,uint8,0,0,2,2
Heating__GasW,onehot_categorical,uint8,0,0,2,2
Heating__Rare,onehot_categorical,uint8,0,0,2,2
HeatingQC__Ex,onehot_categorical,uint8,0,0,2,2
HeatingQC__Fa,onehot_categorical,uint8,0,0,2,2
HeatingQC__Gd,onehot_categorical,uint8,0,0,2,2
HeatingQC__Rare,onehot_categorical,uint8,0,0,2,2
HeatingQC__TA,onehot_categorical,uint8,0,0,2,2
CentralAir__N,onehot_categorical,uint8,0,0,2,2
CentralAir__Y,onehot_categorical,uint8,0,0,2,2
Electrical__FuseA,onehot_categorical,uint8,0,0,2,2
Electrical__FuseF,onehot_categorical,uint8,0,0,2,2
Electrical__Rare,onehot_categorical,uint8,0,0,2,2
Electrical__SBrkr,onehot_categorical,uint8,0,0,2,2
KitchenQual__Ex,onehot_categorical,uint8,0,0,2,2
KitchenQual__Fa,onehot_categorical,uint8,0,0,2,2
KitchenQual__Gd,onehot_categorical,uint8,0,0,2,2
KitchenQual__TA,onehot_categorical,uint8,0,0,2,2
Functional__Maj1,onehot_categorical,uint8,0,0,2,2
Functional__Min1,onehot_categorical,uint8,0,0,2,2
Functional__Min2,onehot_categorical,uint8,0,0,2,2
Functional__Mod,onehot_categorical,uint8,0,0,2,2
Functional__Rare,onehot_categorical,uint8,0,0,2,2
Functional__Typ,onehot_categorical,uint8,0,0,2,2
FireplaceQu__Ex,onehot_categorical,uint8,0,0,2,2
FireplaceQu__Fa,onehot_categorical,uint8,0,0,2,2
FireplaceQu__Gd,onehot_categorical,uint8,0,0,2,2
FireplaceQu__NoFeature,onehot_categorical,uint8,0,0,2,2
FireplaceQu__Po,onehot_categorical,uint8,0,0,2,2
FireplaceQu__TA,onehot_categorical,uint8,0,0,2,2
GarageType__Attchd,onehot_categorical,uint8,0,0,2,2
GarageType__Basment,onehot_categorical,uint8,0,0,2,2
GarageType__BuiltIn,onehot_categorical,uint8,0,0,2,2
GarageType__Detchd,onehot_categorical,uint8,0,0,2,2
GarageType__NoFeature,onehot_categorical,uint8,0,0,2,2
GarageType__Rare,onehot_categorical,uint8,0,0,2,2
GarageFinish__Fin,onehot_categorical,uint8,0,0,2,2
GarageFinish__NoFeature,onehot_categorical,uint8,0,0,2,2
GarageFinish__RFn,onehot_categorical,uint8,0,0,2,2
GarageFinish__Unf,onehot_categorical,uint8,0,0,2,2
GarageQual__Fa,onehot_categorical,uint8,0,0,2,2
GarageQual__Gd,onehot_categorical,uint8,0,0,2,2
GarageQual__NoFeature,onehot_categorical,uint8,0,0,2,2
GarageQual__Rare,onehot_categorical,uint8,0,0,2,2
GarageQual__TA,onehot_categorical,uint8,0,0,2,2
GarageCond__Fa,onehot_categorical,uint8,0,0,2,2
GarageCond__NoFeature,onehot_categorical,uint8,0,0,2,2
GarageCond__Rare,onehot_categorical,uint8,0,0,2,2
GarageCond__TA,onehot_categorical,uint8,0,0,2,2
PavedDrive__N,onehot_categorical,uint8,0,0,2,2
PavedDrive__P,onehot_categorical,uint8,0,0,2,2
PavedDrive__Y,onehot_categorical,uint8,0,0,2,2
PoolQC__NoFeature,onehot_categorical,uint8,0,0,2,2
PoolQC__Rare,onehot_categorical,uint8,0,0,2,2
Fence__GdPrv,onehot_categorical,uint8,0,0,2,2
Fence__GdWo,onehot_categorical,uint8,0,0,2,2
Fence__MnPrv,onehot_categorical,uint8,0,0,2,2
Fence__NoFeature,onehot_categorical,uint8,0,0,2,2
Fence__Rare,onehot_categorical,uint8,0,0,2,2
MiscFeature__NoFeature,onehot_categorical,uint8,0,0,2,2
MiscFeature__Rare,onehot_categorical,uint8,0,0,2,2
MiscFeature__Shed,onehot_categorical,uint8,0,0,2,2
SaleType__COD,onehot_categorical,uint8,0,0,2,2
SaleType__New,onehot_categorical,uint8,0,0,2,2
SaleType__Rare,onehot_categorical,uint8,0,0,2,2
SaleType__WD,onehot_categorical,uint8,0,0,2,2
SaleCondition__Abnorml,onehot_categorical,uint8,0,0,2,2
SaleCondition__Alloca,onehot_categorical,uint8,0,0,2,2
SaleCondition__Family,onehot_categorical,uint8,0,0,2,2
SaleCondition__Normal,onehot_categorical,uint8,0,0,2,2
SaleCondition__Partial,onehot_categorical,uint8,0,0,2,2
SaleCondition__Rare,onehot_categorical,uint8,0,0,2,2
NeighborhoodPriceTier__high,onehot_categorical,uint8,0,0,2,2
NeighborhoodPriceTier__low,onehot_categorical,uint8,0,0,2,2
NeighborhoodPriceTier__mid,onehot_categorical,uint8,0,0,2,2
NeighborhoodPriceTier__premium,onehot_categorical,uint8,0,0,2,2
