category,mean,median,count,encoded_value,feature,global_mean,smoothing
CollgCr__85,11.83598074512136,11.804855999911272,3,11.999488928218044,Neighborhood_MSSubClass,12.024015155682548,20
Crawfor__120,12.590723141804725,12.524530013005734,3,12.097933588655007,Neighborhood_MSSubClass,12.024015155682548,20
Crawfor__190,11.964007453736912,11.964007453736912,1,12.02115764606609,Neighborhood_MSSubClass,12.024015155682548,20
Crawfor__20,12.345981041724594,12.314931534737134,11,12.138261115245855,Neighborhood_MSSubClass,12.024015155682548,20
Crawfor__30,11.735147021073752,11.762278167379288,4,11.975870466581084,Neighborhood_MSSubClass,12.024015155682548,20
Crawfor__45,11.477308649967686,11.477308649967686,1,11.997981512553269,Neighborhood_MSSubClass,12.024015155682548,20
Crawfor__50,12.24938533232917,12.154521423145216,9,12.093957624297017,Neighborhood_MSSubClass,12.024015155682548,20
Crawfor__70,12.2399430726351,12.206577518060588,19,12.129210807531226,Neighborhood_MSSubClass,12.024015155682548,20
Crawfor__75,12.00762780434872,12.00762780434872,1,12.023234805619031,Neighborhood_MSSubClass,12.024015155682548,20
Crawfor__90,11.884495917930655,11.884495917930655,2,12.011331588614194,Neighborhood_MSSubClass,12.024015155682548,20
Edwards__160,11.789319683484269,11.775297421715829,4,11.984899243649501,Neighborhood_MSSubClass,12.024015155682548,20
Edwards__180,11.879625023944639,11.884495917930655,3,12.005181660238474,Neighborhood_MSSubClass,12.024015155682548,20
Edwards__190,11.591751586337404,11.660666222542304,4,11.951971227458358,Neighborhood_MSSubClass,12.024015155682548,20
Edwards__20,11.772785992441174,11.761727460969432,36,11.862510693598807,Neighborhood_MSSubClass,12.024015155682548,20
Edwards__30,11.331212088095443,11.338513117504029,12,11.764214005337383,Neighborhood_MSSubClass,12.024015155682548,20
Edwards__50,11.642964639620393,11.64825301897692,20,11.833489897651472,Neighborhood_MSSubClass,12.024015155682548,20
Edwards__60,11.997966789141262,11.997966789141262,2,12.021647122360612,Neighborhood_MSSubClass,12.024015155682548,20
Edwards__70,11.83518102500991,11.58989576532275,3,11.99938461689916,Neighborhood_MSSubClass,12.024015155682548,20
Edwards__80,11.981250513311814,11.909993838754978,4,12.016887715287424,Neighborhood_MSSubClass,12.024015155682548,20
Edwards__85,12.01496794283483,12.01496794283483,2,12.0231926817873,Neighborhood_MSSubClass,12.024015155682548,20
Edwards__90,11.731081778606132,11.7192780825137,8,11.940319905089286,Neighborhood_MSSubClass,12.024015155682548,20
Gilbert__190,11.884495917930655,11.884495917930655,1,12.017371382456266,Neighborhood_MSSubClass,12.024015155682548,20
Gilbert__20,12.202512102954616,12.09224421450105,10,12.08351413810657,Neighborhood_MSSubClass,12.024015155682548,20
Gilbert__50,12.00762780434872,12.00762780434872,1,12.023234805619031,Neighborhood_MSSubClass,12.024015155682548,20
Gilbert__60,12.165744736472327,12.121335933706078,60,12.130312341274882,Neighborhood_MSSubClass,12.024015155682548,20
Gilbert__80,12.063850267252883,12.04355959836804,7,12.034342777200784,Neighborhood_MSSubClass,12.024015155682548,20
